year,ggm_m,ggm_m_stderr,ggm_fit_age_start,ggm_fit_age_end,ci_method,ggm_m_ci_low,ggm_m_ci_high
1938,0.002582220530992759,4.599536301309303e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.002493626746169518,0.0026739618833985833
1939,0.0022379144528724836,5.153530488870809e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0021391526629127695,0.0023412359413170947
1940,0.0021143883898900734,4.582798157184621e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0020264483094387894,0.002206144732376642
1941,0.002200271617311041,4.991486985972274e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0021045833425564816,0.0023003105137494066
1942,0.001965875183752811,4.142045863399527e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0018863459935831248,0.00204875736012469
1943,0.0020978855192733425,4.006136580191864e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0020208179095380975,0.0021778922441274065
1944,0.0023478567403456586,5.7027715233185443e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.002238703271165435,0.0024623322546524235
1945,0.0021725218287328048,4.901297039787413e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0020785510623234906,0.002270740989660598
1946,0.0016717214392416627,3.949230882722907e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0015960825525417881,0.0017509448781140335
1947,0.0015136050818203041,3.2421341344071844e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0014513758246581414,0.0015785024834982864
1948,0.0011207614411969384,3.1617584743781044e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0010604741789891812,0.0011844759947584286
1949,0.0010168433394206085,3.813465796551803e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0009447816544442177,0.0010944014122843057
1950,0.0009471149612417884,2.5958939634727025e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0008975788161231062,0.000999384938341731
1951,0.0008551024614729284,2.6764523170649814e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0008042215962850882,0.0009092024175857348
1952,0.0007339129566758209,2.127625871197189e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006933748430125246,0.0007768211284338678
1953,0.0008425957969895001,2.6519777574528757e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0007921887205363551,0.000896210282599939
1954,0.0007029910626650265,1.8986037276944197e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006667468469911759,0.0007412055061333401
1955,0.000652797837608295,2.3589770669750717e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006081620815505206,0.0007007096129696235
1956,0.0006521979697012159,2.0796090059316093e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.000612685909084949,0.0006942581596460571
1957,0.0006516202490764973,1.946230311614886e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006145698680769777,0.0006909042747818741
1958,0.00055710275078478,1.6342488564322093e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005259754694410911,0.0005900721477786128
1959,0.0006465393626942841,1.9042710375276528e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006102731827634585,0.0006849607017307735
1960,0.0005951755343646832,1.839002555527244e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005602014489716075,0.0006323330961684816
1961,0.0005925763646245869,1.736079923478684e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005595083151160986,0.0006275988013490524
1962,0.000571559624367838,1.899806940686898e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005355110731163295,0.0006100348258093612
1963,0.0006121031531942367,2.259692050177583e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.000569378333226878,0.0006580339438399982
1964,0.0006102578726940544,2.278024933427906e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005672036038236779,0.0006565802274077976
1965,0.0005812421512692119,1.7836692005986856e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005473134396048526,0.0006172741503588432
1966,0.0005821310106895059,2.2791194136889757e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005391319578963006,0.0006285594994752042
1967,0.0006133876123974027,1.8506988089610863e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005781662632133564,0.0006507546133035848
1968,0.000660700004210829,2.215292264203653e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0006186769998169436,0.0007055773783304534
1969,0.0005662334080631715,1.944350585317962e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005293789345879066,0.0006056536281641429
1970,0.0005625705837845271,1.9061452869152693e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005264243247365193,0.0006011987798969356
1971,0.0005337082784656742,2.4533351156355713e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00048772626920617776,0.000584025393929275
1972,0.0005775595369749579,2.1473432573142646e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005369692629465721,0.0006212180878292064
1973,0.0005651063528428335,1.969012306927849e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005278026784805532,0.000605046550621276
1974,0.0005000141946333946,2.065488561469113e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0004611268288440863,0.0005421809775449341
1975,0.0005683477890908467,2.339699747358561e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005242917507021548,0.000616105839795976
1976,0.0005910086961883732,1.6800476110875194e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005589808753278123,0.0006248716090070884
1977,0.0005205696070603356,2.4864777378913497e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0004740471532258936,0.0005716577221292126
1978,0.0005664605694435347,2.2347555529731562e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0005243107386507145,0.0006119988645665637
1979,0.000507892539149655,2.060278427624497e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00046907537637978807,0.0005499219194039083
1980,0.0004903213014376403,2.1584105769185482e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00044979082031808255,0.0005345039689193411
1981,0.0004524527435749113,1.817187845487713e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0004182022671337225,0.000489508310348318
1982,0.0004066376934940221,1.780197111228324e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003732014672078136,0.0004430695704582061
1983,0.00046490809268595346,2.186870073758839e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0004239626908766167,0.0005098079130453318
1984,0.00048787425275594666,1.6790713856176513e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00045605044960869777,0.0005219187629491458
1985,0.0004481420048975774,1.7421218444665315e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0004152654184368265,0.0004836214325517509
1986,0.0004718660501037487,1.9566394336049242e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00043503361339240515,0.0005118169318095287
1987,0.000474635213196257,1.929662193386196e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00043828213605864223,0.0005140035768551471
1988,0.0005094915718036827,1.7102430358814855e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00047705030298480664,0.0005441389725880846
1989,0.0004352591299876321,1.5023910178837103e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.000406786777205147,0.00046572435696956907
1990,0.0004393126733862893,1.788583757677918e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00040561926010696593,0.00047580488398631164
1991,0.0003873974032911985,1.4507011206252072e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00035998255255105185,0.000416900060886923
1992,0.0003607452796405692,1.593733424217276e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003308228496942644,0.0003933741484399308
1993,0.00036474236195858863,1.523475401625696e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00033607233614036677,0.0003958582016449124
1994,0.00030168532881714316,1.5349033267524855e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00027305307833513573,0.00033331994709028835
1995,0.0003119290763107796,1.546331251879275e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00028304735575835336,0.0003437578435855945
1996,0.00029491280948268416,1.374359295267586e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00026916944005251503,0.0003231182751652691
1997,0.00032539755102695264,1.7934182509259335e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0002920791646135252,0.0003625166702816402
1998,0.000293447592839611,1.5249188763309827e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00026503139815674856,0.000324910521327865
1999,0.0003154743671011748,1.535930024355603e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00028676237497675806,0.0003470611383587305
2000,0.0003346109149408414,2.1026657746989366e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0002958362179156535,0.0003784677386237726
2001,0.00033320568472631156,2.0558108581697313e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00029525346945157856,0.00037603632072522806
2002,0.0003506045757844202,1.998234024904606e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00031354814820764237,0.0003920404864887578
2003,0.00031696523576942444,1.6916881473848607e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0002854840214450812,0.00035191798188149645
