focal_value,x_mean,x_low,x_high,y_mean,y_low,y_high,n_scenarios,focal_param,curve_type
0.7,1.3835215315722347,1.3732415263312645,1.3928244150389577,0.9897071556091617,0.9689822811148234,1.006173160304859,9,eta,parameter_factor
0.8,1.2260366214729712,1.219868886479829,1.2306726592786803,0.9919614576770344,0.9759118060295783,1.0083396231678359,11,eta,parameter_factor
0.9,1.1008905724012352,1.0980976164144216,1.1027226041790426,0.9945593704631173,0.9822475705263605,1.00907079013241,11,eta,parameter_factor
1.0,1.0003900602359403,0.9991787336200764,1.0016653739719574,0.9988681005796098,0.9874338794935973,1.0082319002359754,11,eta,parameter_factor
1.1,0.9171908978147054,0.9153871245593135,0.9194055639175487,1.0014332657832992,0.9981653760127558,1.0075455111190696,11,eta,parameter_factor
1.2,0.8471428313481123,0.844419875725957,0.8506900794504828,1.0051288060296129,0.9971485678725147,1.0110972508328837,11,eta,parameter_factor
1.3,0.7877345273296865,0.784099724205223,0.7925203988801544,1.0061186158418118,0.9985387600180702,1.0179534151919787,11,eta,parameter_factor
1.4,0.7364521797691961,0.7321561502181311,0.742544662639286,1.0094189463368475,0.9999411432221854,1.021507598638398,11,eta,parameter_factor
0.6,0.5628519128835037,0.5274568857267512,0.5870275446725175,0.5850056964674706,0.552618956373017,0.6116051612466297,11,beta,parameter_factor
0.7,0.6719089018867486,0.6451148666892609,0.690394656412231,0.6923608739614142,0.6641573362060803,0.7164470852822651,11,beta,parameter_factor
0.8,0.7808361280493533,0.7632907953907062,0.7929256889357372,0.795527468445428,0.7758693478401242,0.8144812901861849,11,beta,parameter_factor
0.9,0.8906377866881171,0.8818531019729199,0.8970618644634618,0.8988527005583723,0.8873506707565972,0.9117912905668816,11,beta,parameter_factor
1.0,1.0003961364938487,0.9996684054215321,1.0008263475760897,0.99791177895659,0.992725952060388,1.0093148408638197,11,beta,parameter_factor
1.1,1.1099489613423996,1.1041526934372043,1.1177870284326077,1.0990164658045047,1.0915487385467795,1.1093697550371167,11,beta,parameter_factor
1.2,1.2197485729392543,1.208027853777724,1.23744656419834,1.1973107568562145,1.1900418809375541,1.209378664054917,11,beta,parameter_factor
1.3,1.3303908343291666,1.312102750852771,1.3574744053108798,1.2989382920625292,1.2845613068626935,1.3130346881428376,9,beta,parameter_factor
1.4,1.4406286994934028,1.4162528453556458,1.4766143571484873,1.390725798819406,1.377478057285287,1.406519218795636,9,beta,parameter_factor
0.6,0.6844128439440418,0.5592840641408322,0.7727489365968232,0.4319385768012495,0.3508576589006818,0.5013995510623085,11,Xc,parameter_factor
0.7,0.802223764996281,0.7232964573966613,0.8583693100184075,0.5849644895696768,0.5128048556057124,0.6435157449948333,11,Xc,parameter_factor
0.8,0.8873650611941286,0.8416886019915291,0.9186465322250973,0.7310626753781606,0.6785603480617339,0.7797791863998579,11,Xc,parameter_factor
0.9,0.9509527627970311,0.9308177273619636,0.9647122839195371,0.8702705806387727,0.838025194357841,0.8971084774222366,11,Xc,parameter_factor
1.0,1.0002150318358476,0.9993512107519784,1.0007389774894702,0.9983509687558513,0.9899750463644128,1.0061721759778708,11,Xc,parameter_factor
1.1,1.039437059568679,1.0291273339533928,1.0544931891954983,1.1206142560464392,1.1093944828264657,1.1375484132438112,11,Xc,parameter_factor
1.2,1.0711692296541253,1.052361536109505,1.0986563755437384,1.2348985218949942,1.208277876593641,1.284731623316683,11,Xc,parameter_factor
1.3,1.097704056415278,1.071502895736172,1.1355158110504915,1.3404644766912903,1.290483104580908,1.4057393198727295,11,Xc,parameter_factor
1.4,1.1199974200023306,1.0883759269412507,1.1664938607053237,1.4408253953339325,1.3737504485841305,1.5375933420022567,11,Xc,parameter_factor
0.6,1.1040861778882833,1.0698494764629198,1.153549414568061,1.634519697408836,1.5557564053053703,1.7338904070764434,11,epsilon,parameter_factor
0.7,1.079887192955552,1.0538648158668849,1.1174039488773706,1.427307689085871,1.3776129821636036,1.4976656748914936,11,epsilon,parameter_factor
0.8,1.054504772260515,1.0367278735136496,1.0796172298562823,1.2617800151785425,1.232925611513334,1.3072893948956323,11,epsilon,parameter_factor
0.9,1.0277643191984813,1.0188476369235904,1.0401641988367767,1.1183777598894173,1.1068810014146058,1.1286641426077022,11,epsilon,parameter_factor
1.0,1.0001408512570598,0.9990239986654348,1.0008434209223886,0.9997495023493773,0.9931820725577556,1.0059750997180852,11,epsilon,parameter_factor
1.1,0.9715741512555116,0.9580540278139051,0.9815226883677999,0.8985197108265914,0.8768471537611034,0.9233312737906999,11,epsilon,parameter_factor
1.2,0.9422064415934237,0.9148700334206861,0.9617699890912935,0.8109748378155107,0.7766848392692316,0.8428538832726753,11,epsilon,parameter_factor
1.3,0.9119597544275646,0.870678515935943,0.9412014727447796,0.732257289991571,0.6907384585305849,0.7674666250794109,11,epsilon,parameter_factor
1.4,0.8811111472250874,0.8254775674037964,0.9201007869920638,0.6633091671998684,0.6135805536058886,0.7044807676691213,11,epsilon,parameter_factor
0.0001,0.9989686121958044,0.9979019074232512,0.9997169753420856,0.98860979628002,0.9767799977711535,0.9983490596363785,11,h_ext,h_ext_absolute
0.00016681005372,0.9980439512168218,0.9967940986176158,0.9992420846790573,0.9780335444364254,0.9702658489889299,0.9878622957535732,11,h_ext,h_ext_absolute
0.0002782559402207,0.9969037583173673,0.9954801613118405,0.9979551377693067,0.9635393034239204,0.9485696717005886,0.9731931375035258,11,h_ext,h_ext_absolute
0.0004641588833612,0.9941029319165179,0.99193489837041,0.9959129499061073,0.9394813579316689,0.9244529125999053,0.9521348469359062,11,h_ext,h_ext_absolute
0.0007742636826811,0.9903800425774896,0.9876912624279706,0.9926851375433323,0.9006735867907874,0.8780541408262984,0.9171636570893084,11,h_ext,h_ext_absolute
0.0012915496650148,0.983651705567804,0.9795929981861193,0.9870222273851194,0.833081443424287,0.7928524308313755,0.8721621150700223,11,h_ext,h_ext_absolute
0.0021544346900318,0.9711614119385036,0.9643076168108453,0.9765823508551139,0.7176985796854866,0.6458128708877592,0.7767327576314287,11,h_ext,h_ext_absolute
0.0035938136638046,0.9478571684964173,0.9354458841493324,0.9577639096042687,0.531140875682499,0.407203276676972,0.6392957336320864,11,h_ext,h_ext_absolute
0.0059948425031894,0.8970360304742946,0.8677273254675663,0.9188401906872551,0.3075015287605114,0.21406546389341913,0.4355700085328977,11,h_ext,h_ext_absolute
