fit_name,fit_params,contains_senogenic,age,survival
beta,beta,True,30.0,0.0118
beta,beta,True,30.25,0.0108
beta,beta,True,30.5,0.0092
beta,beta,True,30.75,0.0082
beta,beta,True,31.0,0.0068
beta,beta,True,31.25,0.0058
beta,beta,True,31.5,0.005
beta,beta,True,31.75,0.0046
beta,beta,True,32.0,0.0038
beta,beta,True,32.25,0.0034
beta,beta,True,32.5,0.0032
beta,beta,True,32.75,0.0028
beta,beta,True,33.0,0.0026
beta,beta,True,33.25,0.0022
beta,beta,True,33.5,0.0018
beta,beta,True,33.75,0.0014
beta,beta,True,34.0,0.0012
beta,beta,True,34.25,0.001
beta,beta,True,34.5,0.001
beta,beta,True,34.75,0.001
beta,beta,True,35.0,0.0006
Xc,Xc,False,0.0,1.0
Xc,Xc,False,0.25,0.9836
Xc,Xc,False,0.5,0.9652
Xc,Xc,False,0.75,0.9446
Xc,Xc,False,1.0,0.9262
Xc,Xc,False,1.25,0.909
Xc,Xc,False,1.5,0.8922
Xc,Xc,False,1.75,0.8772
Xc,Xc,False,2.0,0.865
Xc,Xc,False,2.25,0.8518
Xc,Xc,False,2.5,0.8376
Xc,Xc,False,2.75,0.8242
Xc,Xc,False,3.0,0.8106
Xc,Xc,False,3.25,0.7972
Xc,Xc,False,3.5,0.7846
Xc,Xc,False,3.75,0.7722
Xc,Xc,False,4.0,0.7628
Xc,Xc,False,4.25,0.7498
Xc,Xc,False,4.5,0.7368
Xc,Xc,False,4.75,0.7258
Xc,Xc,False,5.0,0.7132
Xc,Xc,False,5.25,0.7024
Xc,Xc,False,5.5,0.6888
Xc,Xc,False,5.75,0.6798
Xc,Xc,False,6.0,0.6678
Xc,Xc,False,6.25,0.657
Xc,Xc,False,6.5,0.6454
Xc,Xc,False,6.75,0.6356
Xc,Xc,False,7.0,0.6266
Xc,Xc,False,7.25,0.6178
Xc,Xc,False,7.5,0.609
Xc,Xc,False,7.75,0.5984
Xc,Xc,False,8.0,0.5896
Xc,Xc,False,8.25,0.581
Xc,Xc,False,8.5,0.5726
Xc,Xc,False,8.75,0.5668
Xc,Xc,False,9.0,0.5564
Xc,Xc,False,9.25,0.5488
Xc,Xc,False,9.5,0.5408
Xc,Xc,False,9.75,0.5334
Xc,Xc,False,10.0,0.5256
Xc,Xc,False,10.25,0.5194
Xc,Xc,False,10.5,0.5118
Xc,Xc,False,10.75,0.5052
Xc,Xc,False,11.0,0.4976
Xc,Xc,False,11.25,0.4918
Xc,Xc,False,11.5,0.484
Xc,Xc,False,11.75,0.4736
Xc,Xc,False,12.0,0.465
Xc,Xc,False,12.25,0.4566
Xc,Xc,False,12.5,0.4478
Xc,Xc,False,12.75,0.4386
Xc,Xc,False,13.0,0.431
Xc,Xc,False,13.25,0.4242
Xc,Xc,False,13.5,0.4178
Xc,Xc,False,13.75,0.4106
Xc,Xc,False,14.0,0.4054
Xc,Xc,False,14.25,0.3994
Xc,Xc,False,14.5,0.3944
Xc,Xc,False,14.75,0.3876
Xc,Xc,False,15.0,0.383
Xc,Xc,False,15.25,0.377
Xc,Xc,False,15.5,0.3704
Xc,Xc,False,15.75,0.3642
Xc,Xc,False,16.0,0.3584
Xc,Xc,False,16.25,0.352
Xc,Xc,False,16.5,0.3484
Xc,Xc,False,16.75,0.3426
Xc,Xc,False,17.0,0.3342
Xc,Xc,False,17.25,0.3274
Xc,Xc,False,17.5,0.3204
Xc,Xc,False,17.75,0.3144
Xc,Xc,False,18.0,0.3094
Xc,Xc,False,18.25,0.305
Xc,Xc,False,18.5,0.2988
Xc,Xc,False,18.75,0.2942
Xc,Xc,False,19.0,0.29
Xc,Xc,False,19.25,0.2844
Xc,Xc,False,19.5,0.277
Xc,Xc,False,19.75,0.272
Xc,Xc,False,20.0,0.2656
Xc,Xc,False,20.25,0.262
Xc,Xc,False,20.5,0.2562
Xc,Xc,False,20.75,0.248
Xc,Xc,False,21.0,0.2436
Xc,Xc,False,21.25,0.2386
Xc,Xc,False,21.5,0.2334
Xc,Xc,False,21.75,0.228
Xc,Xc,False,22.0,0.2232
Xc,Xc,False,22.25,0.2188
Xc,Xc,False,22.5,0.2138
Xc,Xc,False,22.75,0.2118
Xc,Xc,False,23.0,0.208
Xc,Xc,False,23.25,0.2032
Xc,Xc,False,23.5,0.1986
Xc,Xc,False,23.75,0.1944
Xc,Xc,False,24.0,0.1916
Xc,Xc,False,24.25,0.1878
Xc,Xc,False,24.5,0.1846
Xc,Xc,False,24.75,0.1804
Xc,Xc,False,25.0,0.177
Xc,Xc,False,25.25,0.173
Xc,Xc,False,25.5,0.1692
Xc,Xc,False,25.75,0.1654
Xc,Xc,False,26.0,0.1608
Xc,Xc,False,26.25,0.156
Xc,Xc,False,26.5,0.1514
Xc,Xc,False,26.75,0.147
Xc,Xc,False,27.0,0.144
Xc,Xc,False,27.25,0.1404
Xc,Xc,False,27.5,0.1364
Xc,Xc,False,27.75,0.133
Xc,Xc,False,28.0,0.1302
Xc,Xc,False,28.25,0.1288
Xc,Xc,False,28.5,0.1262
Xc,Xc,False,28.75,0.1226
Xc,Xc,False,29.0,0.1196
Xc,Xc,False,29.25,0.1164
Xc,Xc,False,29.5,0.1126
Xc,Xc,False,29.75,0.1098
Xc,Xc,False,30.0,0.1068
Xc,Xc,False,30.25,0.1026
Xc,Xc,False,30.5,0.0994
Xc,Xc,False,30.75,0.0964
Xc,Xc,False,31.0,0.0938
Xc,Xc,False,31.25,0.0916
Xc,Xc,False,31.5,0.0896
Xc,Xc,False,31.75,0.0878
Xc,Xc,False,32.0,0.0854
Xc,Xc,False,32.25,0.0832
Xc,Xc,False,32.5,0.0814
Xc,Xc,False,32.75,0.0788
Xc,Xc,False,33.0,0.0756
Xc,Xc,False,33.25,0.0732
Xc,Xc,False,33.5,0.071
Xc,Xc,False,33.75,0.0692
Xc,Xc,False,34.0,0.0682
Xc,Xc,False,34.25,0.0666
Xc,Xc,False,34.5,0.064
Xc,Xc,False,34.75,0.0618
Xc,Xc,False,35.0,0.059
epsilon,epsilon,False,0.0,1.0
epsilon,epsilon,False,0.25,0.989
epsilon,epsilon,False,0.5,0.9736
epsilon,epsilon,False,0.75,0.9542
epsilon,epsilon,False,1.0,0.942
epsilon,epsilon,False,1.25,0.9254
epsilon,epsilon,False,1.5,0.9112
epsilon,epsilon,False,1.75,0.8954
epsilon,epsilon,False,2.0,0.883
epsilon,epsilon,False,2.25,0.869
epsilon,epsilon,False,2.5,0.8556
epsilon,epsilon,False,2.75,0.8404
epsilon,epsilon,False,3.0,0.8256
epsilon,epsilon,False,3.25,0.8076
epsilon,epsilon,False,3.5,0.7946
epsilon,epsilon,False,3.75,0.7794
epsilon,epsilon,False,4.0,0.7694
epsilon,epsilon,False,4.25,0.7546
epsilon,epsilon,False,4.5,0.7416
epsilon,epsilon,False,4.75,0.728
epsilon,epsilon,False,5.0,0.7164
epsilon,epsilon,False,5.25,0.7032
epsilon,epsilon,False,5.5,0.6926
epsilon,epsilon,False,5.75,0.6828
epsilon,epsilon,False,6.0,0.6704
epsilon,epsilon,False,6.25,0.6586
epsilon,epsilon,False,6.5,0.6444
epsilon,epsilon,False,6.75,0.6322
epsilon,epsilon,False,7.0,0.6218
epsilon,epsilon,False,7.25,0.6122
epsilon,epsilon,False,7.5,0.6038
epsilon,epsilon,False,7.75,0.5924
epsilon,epsilon,False,8.0,0.582
epsilon,epsilon,False,8.25,0.5746
epsilon,epsilon,False,8.5,0.5654
epsilon,epsilon,False,8.75,0.5546
epsilon,epsilon,False,9.0,0.5442
epsilon,epsilon,False,9.25,0.534
epsilon,epsilon,False,9.5,0.5254
epsilon,epsilon,False,9.75,0.5166
epsilon,epsilon,False,10.0,0.5066
epsilon,epsilon,False,10.25,0.4996
epsilon,epsilon,False,10.5,0.4924
epsilon,epsilon,False,10.75,0.4848
epsilon,epsilon,False,11.0,0.4778
epsilon,epsilon,False,11.25,0.4716
epsilon,epsilon,False,11.5,0.4618
epsilon,epsilon,False,11.75,0.4534
epsilon,epsilon,False,12.0,0.4454
epsilon,epsilon,False,12.25,0.4374
epsilon,epsilon,False,12.5,0.4314
epsilon,epsilon,False,12.75,0.4216
epsilon,epsilon,False,13.0,0.4144
epsilon,epsilon,False,13.25,0.4066
epsilon,epsilon,False,13.5,0.3982
epsilon,epsilon,False,13.75,0.3918
epsilon,epsilon,False,14.0,0.3836
epsilon,epsilon,False,14.25,0.379
epsilon,epsilon,False,14.5,0.3712
epsilon,epsilon,False,14.75,0.3642
epsilon,epsilon,False,15.0,0.3576
epsilon,epsilon,False,15.25,0.3494
epsilon,epsilon,False,15.5,0.3424
epsilon,epsilon,False,15.75,0.3368
epsilon,epsilon,False,16.0,0.3286
epsilon,epsilon,False,16.25,0.323
epsilon,epsilon,False,16.5,0.3188
epsilon,epsilon,False,16.75,0.3126
epsilon,epsilon,False,17.0,0.3048
epsilon,epsilon,False,17.25,0.298
epsilon,epsilon,False,17.5,0.2926
epsilon,epsilon,False,17.75,0.2884
epsilon,epsilon,False,18.0,0.2824
epsilon,epsilon,False,18.25,0.277
epsilon,epsilon,False,18.5,0.2732
epsilon,epsilon,False,18.75,0.2668
epsilon,epsilon,False,19.0,0.2602
epsilon,epsilon,False,19.25,0.2552
epsilon,epsilon,False,19.5,0.2518
epsilon,epsilon,False,19.75,0.2452
epsilon,epsilon,False,20.0,0.2416
epsilon,epsilon,False,20.25,0.237
epsilon,epsilon,False,20.5,0.2332
epsilon,epsilon,False,20.75,0.2272
epsilon,epsilon,False,21.0,0.2238
epsilon,epsilon,False,21.25,0.2192
epsilon,epsilon,False,21.5,0.2152
epsilon,epsilon,False,21.75,0.2116
epsilon,epsilon,False,22.0,0.208
epsilon,epsilon,False,22.25,0.2044
epsilon,epsilon,False,22.5,0.2008
epsilon,epsilon,False,22.75,0.1978
epsilon,epsilon,False,23.0,0.194
epsilon,epsilon,False,23.25,0.1888
epsilon,epsilon,False,23.5,0.1852
epsilon,epsilon,False,23.75,0.18
epsilon,epsilon,False,24.0,0.1758
epsilon,epsilon,False,24.25,0.1716
epsilon,epsilon,False,24.5,0.1674
epsilon,epsilon,False,24.75,0.1642
epsilon,epsilon,False,25.0,0.1612
epsilon,epsilon,False,25.25,0.1574
epsilon,epsilon,False,25.5,0.1538
epsilon,epsilon,False,25.75,0.1514
epsilon,epsilon,False,26.0,0.1472
epsilon,epsilon,False,26.25,0.1446
epsilon,epsilon,False,26.5,0.143
epsilon,epsilon,False,26.75,0.1396
epsilon,epsilon,False,27.0,0.1378
epsilon,epsilon,False,27.25,0.135
epsilon,epsilon,False,27.5,0.1326
epsilon,epsilon,False,27.75,0.1294
epsilon,epsilon,False,28.0,0.1266
epsilon,epsilon,False,28.25,0.1242
epsilon,epsilon,False,28.5,0.1218
epsilon,epsilon,False,28.75,0.1188
epsilon,epsilon,False,29.0,0.1168
epsilon,epsilon,False,29.25,0.1138
epsilon,epsilon,False,29.5,0.1106
epsilon,epsilon,False,29.75,0.1082
epsilon,epsilon,False,30.0,0.1048
epsilon,epsilon,False,30.25,0.1026
epsilon,epsilon,False,30.5,0.0992
epsilon,epsilon,False,30.75,0.0964
epsilon,epsilon,False,31.0,0.0934
epsilon,epsilon,False,31.25,0.0914
epsilon,epsilon,False,31.5,0.089
epsilon,epsilon,False,31.75,0.0868
epsilon,epsilon,False,32.0,0.0838
epsilon,epsilon,False,32.25,0.0814
epsilon,epsilon,False,32.5,0.08
epsilon,epsilon,False,32.75,0.0782
epsilon,epsilon,False,33.0,0.0768
epsilon,epsilon,False,33.25,0.0748
epsilon,epsilon,False,33.5,0.0728
epsilon,epsilon,False,33.75,0.0708
epsilon,epsilon,False,34.0,0.069
epsilon,epsilon,False,34.25,0.0672
epsilon,epsilon,False,34.5,0.0648
epsilon,epsilon,False,34.75,0.0634
epsilon,epsilon,False,35.0,0.0616
Xc+epsilon,Xc+epsilon,False,0.0,1.0
Xc+epsilon,Xc+epsilon,False,0.25,0.9874
Xc+epsilon,Xc+epsilon,False,0.5,0.9678
Xc+epsilon,Xc+epsilon,False,0.75,0.9512
Xc+epsilon,Xc+epsilon,False,1.0,0.9322
Xc+epsilon,Xc+epsilon,False,1.25,0.915
Xc+epsilon,Xc+epsilon,False,1.5,0.8998
Xc+epsilon,Xc+epsilon,False,1.75,0.8832
Xc+epsilon,Xc+epsilon,False,2.0,0.869
Xc+epsilon,Xc+epsilon,False,2.25,0.856
Xc+epsilon,Xc+epsilon,False,2.5,0.8452
Xc+epsilon,Xc+epsilon,False,2.75,0.8318
Xc+epsilon,Xc+epsilon,False,3.0,0.8178
Xc+epsilon,Xc+epsilon,False,3.25,0.8038
Xc+epsilon,Xc+epsilon,False,3.5,0.79
Xc+epsilon,Xc+epsilon,False,3.75,0.7802
Xc+epsilon,Xc+epsilon,False,4.0,0.7682
Xc+epsilon,Xc+epsilon,False,4.25,0.7548
Xc+epsilon,Xc+epsilon,False,4.5,0.7456
Xc+epsilon,Xc+epsilon,False,4.75,0.7344
Xc+epsilon,Xc+epsilon,False,5.0,0.7238
Xc+epsilon,Xc+epsilon,False,5.25,0.7108
Xc+epsilon,Xc+epsilon,False,5.5,0.7018
Xc+epsilon,Xc+epsilon,False,5.75,0.6926
Xc+epsilon,Xc+epsilon,False,6.0,0.6812
Xc+epsilon,Xc+epsilon,False,6.25,0.6722
Xc+epsilon,Xc+epsilon,False,6.5,0.6624
Xc+epsilon,Xc+epsilon,False,6.75,0.6534
Xc+epsilon,Xc+epsilon,False,7.0,0.643
Xc+epsilon,Xc+epsilon,False,7.25,0.6352
Xc+epsilon,Xc+epsilon,False,7.5,0.627
Xc+epsilon,Xc+epsilon,False,7.75,0.62
Xc+epsilon,Xc+epsilon,False,8.0,0.6106
Xc+epsilon,Xc+epsilon,False,8.25,0.6028
Xc+epsilon,Xc+epsilon,False,8.5,0.593
Xc+epsilon,Xc+epsilon,False,8.75,0.5854
Xc+epsilon,Xc+epsilon,False,9.0,0.5774
Xc+epsilon,Xc+epsilon,False,9.25,0.568
Xc+epsilon,Xc+epsilon,False,9.5,0.559
Xc+epsilon,Xc+epsilon,False,9.75,0.5514
Xc+epsilon,Xc+epsilon,False,10.0,0.5422
Xc+epsilon,Xc+epsilon,False,10.25,0.534
Xc+epsilon,Xc+epsilon,False,10.5,0.5264
Xc+epsilon,Xc+epsilon,False,10.75,0.521
Xc+epsilon,Xc+epsilon,False,11.0,0.5136
Xc+epsilon,Xc+epsilon,False,11.25,0.5054
Xc+epsilon,Xc+epsilon,False,11.5,0.4966
Xc+epsilon,Xc+epsilon,False,11.75,0.488
Xc+epsilon,Xc+epsilon,False,12.0,0.4804
Xc+epsilon,Xc+epsilon,False,12.25,0.4744
Xc+epsilon,Xc+epsilon,False,12.5,0.4686
Xc+epsilon,Xc+epsilon,False,12.75,0.4616
Xc+epsilon,Xc+epsilon,False,13.0,0.4538
Xc+epsilon,Xc+epsilon,False,13.25,0.447
Xc+epsilon,Xc+epsilon,False,13.5,0.4376
Xc+epsilon,Xc+epsilon,False,13.75,0.43
Xc+epsilon,Xc+epsilon,False,14.0,0.4228
Xc+epsilon,Xc+epsilon,False,14.25,0.4158
Xc+epsilon,Xc+epsilon,False,14.5,0.4104
Xc+epsilon,Xc+epsilon,False,14.75,0.4044
Xc+epsilon,Xc+epsilon,False,15.0,0.399
Xc+epsilon,Xc+epsilon,False,15.25,0.3936
Xc+epsilon,Xc+epsilon,False,15.5,0.388
Xc+epsilon,Xc+epsilon,False,15.75,0.3818
Xc+epsilon,Xc+epsilon,False,16.0,0.3754
Xc+epsilon,Xc+epsilon,False,16.25,0.37
Xc+epsilon,Xc+epsilon,False,16.5,0.3636
Xc+epsilon,Xc+epsilon,False,16.75,0.3576
Xc+epsilon,Xc+epsilon,False,17.0,0.3522
Xc+epsilon,Xc+epsilon,False,17.25,0.347
Xc+epsilon,Xc+epsilon,False,17.5,0.3396
Xc+epsilon,Xc+epsilon,False,17.75,0.3346
Xc+epsilon,Xc+epsilon,False,18.0,0.3296
Xc+epsilon,Xc+epsilon,False,18.25,0.3232
Xc+epsilon,Xc+epsilon,False,18.5,0.3156
Xc+epsilon,Xc+epsilon,False,18.75,0.3094
Xc+epsilon,Xc+epsilon,False,19.0,0.3046
Xc+epsilon,Xc+epsilon,False,19.25,0.2982
Xc+epsilon,Xc+epsilon,False,19.5,0.2942
Xc+epsilon,Xc+epsilon,False,19.75,0.288
Xc+epsilon,Xc+epsilon,False,20.0,0.2838
Xc+epsilon,Xc+epsilon,False,20.25,0.2794
Xc+epsilon,Xc+epsilon,False,20.5,0.275
Xc+epsilon,Xc+epsilon,False,20.75,0.2688
Xc+epsilon,Xc+epsilon,False,21.0,0.264
Xc+epsilon,Xc+epsilon,False,21.25,0.258
Xc+epsilon,Xc+epsilon,False,21.5,0.2528
Xc+epsilon,Xc+epsilon,False,21.75,0.2474
Xc+epsilon,Xc+epsilon,False,22.0,0.2418
Xc+epsilon,Xc+epsilon,False,22.25,0.2374
Xc+epsilon,Xc+epsilon,False,22.5,0.2316
Xc+epsilon,Xc+epsilon,False,22.75,0.2272
Xc+epsilon,Xc+epsilon,False,23.0,0.2232
Xc+epsilon,Xc+epsilon,False,23.25,0.218
Xc+epsilon,Xc+epsilon,False,23.5,0.212
Xc+epsilon,Xc+epsilon,False,23.75,0.2078
Xc+epsilon,Xc+epsilon,False,24.0,0.2042
Xc+epsilon,Xc+epsilon,False,24.25,0.2014
Xc+epsilon,Xc+epsilon,False,24.5,0.1972
Xc+epsilon,Xc+epsilon,False,24.75,0.1932
Xc+epsilon,Xc+epsilon,False,25.0,0.189
Xc+epsilon,Xc+epsilon,False,25.25,0.1852
Xc+epsilon,Xc+epsilon,False,25.5,0.1816
Xc+epsilon,Xc+epsilon,False,25.75,0.178
Xc+epsilon,Xc+epsilon,False,26.0,0.1746
Xc+epsilon,Xc+epsilon,False,26.25,0.1702
Xc+epsilon,Xc+epsilon,False,26.5,0.1668
Xc+epsilon,Xc+epsilon,False,26.75,0.1642
Xc+epsilon,Xc+epsilon,False,27.0,0.1602
Xc+epsilon,Xc+epsilon,False,27.25,0.1576
Xc+epsilon,Xc+epsilon,False,27.5,0.1548
Xc+epsilon,Xc+epsilon,False,27.75,0.152
Xc+epsilon,Xc+epsilon,False,28.0,0.1484
Xc+epsilon,Xc+epsilon,False,28.25,0.1448
Xc+epsilon,Xc+epsilon,False,28.5,0.1418
Xc+epsilon,Xc+epsilon,False,28.75,0.1398
Xc+epsilon,Xc+epsilon,False,29.0,0.1362
Xc+epsilon,Xc+epsilon,False,29.25,0.132
Xc+epsilon,Xc+epsilon,False,29.5,0.13
Xc+epsilon,Xc+epsilon,False,29.75,0.1278
Xc+epsilon,Xc+epsilon,False,30.0,0.125
Xc+epsilon,Xc+epsilon,False,30.25,0.1214
Xc+epsilon,Xc+epsilon,False,30.5,0.1178
Xc+epsilon,Xc+epsilon,False,30.75,0.1136
Xc+epsilon,Xc+epsilon,False,31.0,0.1108
Xc+epsilon,Xc+epsilon,False,31.25,0.109
Xc+epsilon,Xc+epsilon,False,31.5,0.1054
Xc+epsilon,Xc+epsilon,False,31.75,0.103
Xc+epsilon,Xc+epsilon,False,32.0,0.101
Xc+epsilon,Xc+epsilon,False,32.25,0.0988
Xc+epsilon,Xc+epsilon,False,32.5,0.0954
Xc+epsilon,Xc+epsilon,False,32.75,0.094
Xc+epsilon,Xc+epsilon,False,33.0,0.0924
Xc+epsilon,Xc+epsilon,False,33.25,0.0906
Xc+epsilon,Xc+epsilon,False,33.5,0.089
Xc+epsilon,Xc+epsilon,False,33.75,0.086
Xc+epsilon,Xc+epsilon,False,34.0,0.0846
Xc+epsilon,Xc+epsilon,False,34.25,0.0824
Xc+epsilon,Xc+epsilon,False,34.5,0.0806
Xc+epsilon,Xc+epsilon,False,34.75,0.0792
Xc+epsilon,Xc+epsilon,False,35.0,0.0766
eta+Xc,eta+Xc,True,0.0,1.0
eta+Xc,eta+Xc,True,0.25,0.9974
eta+Xc,eta+Xc,True,0.5,0.9908
eta+Xc,eta+Xc,True,0.75,0.9852
eta+Xc,eta+Xc,True,1.0,0.981
eta+Xc,eta+Xc,True,1.25,0.9768
eta+Xc,eta+Xc,True,1.5,0.973
eta+Xc,eta+Xc,True,1.75,0.9684
eta+Xc,eta+Xc,True,2.0,0.9642
eta+Xc,eta+Xc,True,2.25,0.9598
eta+Xc,eta+Xc,True,2.5,0.9546
eta+Xc,eta+Xc,True,2.75,0.9502
eta+Xc,eta+Xc,True,3.0,0.9438
eta+Xc,eta+Xc,True,3.25,0.9382
eta+Xc,eta+Xc,True,3.5,0.9316
eta+Xc,eta+Xc,True,3.75,0.9244
eta+Xc,eta+Xc,True,4.0,0.9196
eta+Xc,eta+Xc,True,4.25,0.9144
eta+Xc,eta+Xc,True,4.5,0.9094
eta+Xc,eta+Xc,True,4.75,0.9044
eta+Xc,eta+Xc,True,5.0,0.8974
eta+Xc,eta+Xc,True,5.25,0.8902
eta+Xc,eta+Xc,True,5.5,0.8812
eta+Xc,eta+Xc,True,5.75,0.8758
eta+Xc,eta+Xc,True,6.0,0.8668
eta+Xc,eta+Xc,True,6.25,0.86
eta+Xc,eta+Xc,True,6.5,0.8526
eta+Xc,eta+Xc,True,6.75,0.8474
eta+Xc,eta+Xc,True,7.0,0.8406
eta+Xc,eta+Xc,True,7.25,0.8322
eta+Xc,eta+Xc,True,7.5,0.8246
