topic,group,label,x,y,x_err,y_err,n,deaths,curve_set,coordinate,coordinate_class,distance,distance_sq,factor,projected_log_median,projected_log_steepness
sleep_frailty,Q1 (lowest),Q1 sleep frailty,1.0111675126903554,1.0599838389092175,0.0056410169678571655,0.06958924467135963,2951,614.0,mean_model_curve,epsilon,robustness,0.0037699802802687084,1.4212751313614931e-05,0.9498999599839936,0.014783386906851471,0.05742495456735027
sleep_frailty,Q1 (lowest),Q1 sleep frailty,1.0111675126903554,1.0599838389092175,0.0056410169678571655,0.06958924467135963,2951,614.0,mean_model_curve,h_ext,extrinsic,0.0679591426987546,0.004618445076349691,0.0001,-0.0011665781836224676,-0.00858822873347331
church_frequency,never,never,0.9746192893401016,0.9615728659133936,0.009749238102940535,0.05159237632934707,2415,817.0,mean_model_curve,eta,senogenic,0.03930074124577744,0.001544548262467552,1.0246498599439775,-0.02221454537571744,-3.979887370078903e-05
church_frequency,never,never,0.9746192893401016,0.9615728659133936,0.009749238102940535,0.05159237632934707,2415,817.0,mean_model_curve,beta,senogenic,0.013256562140654116,0.00017573643978902406,0.9697478991596638,-0.03449085270683219,-0.0292549682959753
church_frequency,never,never,0.9746192893401016,0.9615728659133936,0.009749238102940535,0.05159237632934707,2415,817.0,mean_model_curve,Xc,robustness,0.011103544195745314,0.00012328869370686944,0.9687875150060024,-0.015314395307455477,-0.04309060348875551
church_frequency,never,never,0.9746192893401016,0.9615728659133936,0.009749238102940535,0.05159237632934707,2415,817.0,mean_model_curve,epsilon,robustness,0.014563443405451652,0.0002120938838237932,1.0376150460184073,-0.011633512661048095,-0.04292560815791801
church_frequency,never,never,0.9746192893401016,0.9615728659133936,0.009749238102940535,0.05159237632934707,2415,817.0,mean_model_curve,h_ext,extrinsic,0.02112754467903495,0.0004463731441646181,0.00041844887472211644,-0.004774583705984148,-0.042039804864443135
church_frequency,sometimes,sometimes,1.0111675126903554,0.997631848385146,0.008855771863741525,0.07862675316003966,1882,438.0,mean_model_curve,eta,senogenic,0.0005731666786836346,3.2852004155322885e-07,0.9876750700280111,0.011089069208002306,-0.002943887892436383
church_frequency,sometimes,sometimes,1.0111675126903554,0.997631848385146,0.008855771863741525,0.07862675316003966,1882,438.0,mean_model_curve,beta,senogenic,0.00937922671382277,8.796989374928665e-05,1.0049619847939175,0.005212202587572702,0.004925447710328004
church_frequency,sometimes,sometimes,1.0111675126903554,0.997631848385146,0.008855771863741525,0.07862675316003966,1882,438.0,mean_model_curve,Xc,robustness,0.011573741033262001,0.00013395148150501256,1.000800320128051,0.00023868862653009606,0.0016116724256154055
church_frequency,sometimes,sometimes,1.0111675126903554,0.997631848385146,0.008855771863741525,0.07862675316003966,1882,438.0,mean_model_curve,epsilon,robustness,0.011540501271873902,0.00013318316960612313,0.9991996798719487,-9.515977402818707e-07,0.0007638950018764227
church_frequency,sometimes,sometimes,1.0111675126903554,0.997631848385146,0.008855771863741525,0.07862675316003966,1882,438.0,mean_model_curve,h_ext,extrinsic,0.013757223164874393,0.0001892611892081566,0.0001,-0.0011665781836224676,-0.00858822873347331
church_frequency,weekly,weekly,1.0355329949238579,1.1578939927040448,0.008436933048453582,0.09326775574441565,1890,582.0,mean_model_curve,eta,senogenic,0.1509986250143937,0.022800584756237485,0.9750700280112043,0.022736493256846204,-0.0039037726933478165
church_frequency,weekly,weekly,1.0355329949238579,1.1578939927040448,0.008436933048453582,0.09326775574441565,1890,582.0,mean_model_curve,beta,senogenic,0.08943151542949804,0.007997995952016546,1.0875550220088035,0.0929938958528724,0.07859559103839
church_frequency,weekly,weekly,1.0355329949238579,1.1578939927040448,0.008436933048453582,0.09326775574441565,1890,582.0,mean_model_curve,Xc,robustness,0.012662117074510384,0.0001603292088086074,1.116686674669868,0.046933078050732976,0.1426121654841521
church_frequency,weekly,weekly,1.0355329949238579,1.1578939927040448,0.008436933048453582,0.09326775574441565,1890,582.0,mean_model_curve,epsilon,robustness,0.0015774650674664225,2.488396039076845e-06,0.8753101240496198,0.036476508423608264,0.1463703732949327
church_frequency,weekly,weekly,1.0355329949238579,1.1578939927040448,0.008436933048453582,0.09326775574441565,1890,582.0,mean_model_curve,h_ext,extrinsic,0.15933058954464346,0.025386236764643647,0.0001,-0.0011665781836224676,-0.00858822873347331
education_level,no highschool,no high school,0.9746192893401016,0.8173369360263846,0.0044993751015519326,0.02304410827292601,15116,3710.0,mean_model_curve,eta,senogenic,0.2011769180803589,0.040472152368311434,1.0086834733893557,-0.007993854120350157,-0.0013083818383333762
education_level,no highschool,no high school,0.9746192893401016,0.8173369360263846,0.0044993751015519326,0.02304410827292601,15116,3710.0,mean_model_curve,beta,senogenic,0.13615347671620562,0.018537769221910347,0.9031612645058023,-0.11385172254165356,-0.09793240095229218
education_level,no highschool,no high school,0.9746192893401016,0.8173369360263846,0.0044993751015519326,0.02304410827292601,15116,3710.0,mean_model_curve,Xc,robustness,0.045785599903685144,0.002096321158540333,0.8775510204081632,-0.06819345307112815,-0.1846352439997095
education_level,no highschool,no high school,0.9746192893401016,0.8173369360263846,0.0044993751015519326,0.02304410827292601,15116,3710.0,mean_model_curve,epsilon,robustness,0.03235996065743288,0.0010471670537506037,1.175910364145658,-0.05634767429352303,-0.19129236564526986
