curve_set,topic,group,label,n_bootstrap_usable,central_best_coordinate,central_best_coordinate_class,p_eta,p_beta,p_Xc,p_epsilon,p_h_ext,p_senogenic,p_robustness,p_extrinsic,central_distance_eta,central_distance_beta,central_distance_Xc,central_distance_epsilon,central_distance_h_ext,central_best_distance,central_second_distance,central_distance_margin
eta_high,sleep_duration,5-<7 hours,5-7 h sleep,300,h_ext,extrinsic,0.10333333333333333,0.03666666666666667,0.03333333333333333,0.02666666666666667,0.8,0.14,0.06,0.8,0.042071058328489556,0.04032408004184657,0.02878863960627642,0.023641721800852437,0.0188589474516817,0.0188589474516817,0.023641721800852437,0.0047827743491707375
eta_low,sleep_duration,5-<7 hours,5-7 h sleep,300,h_ext,extrinsic,0.11666666666666667,0.06333333333333334,0.06333333333333334,0.02666666666666667,0.73,0.18,0.09,0.73,0.03287839224345733,0.03342233099988196,0.022772705399758654,0.023027044485460044,0.018073210897017484,0.018073210897017484,0.022772705399758654,0.00469949450274117
xc_std_frac_high,sleep_duration,5-<7 hours,5-7 h sleep,300,h_ext,extrinsic,0.15666666666666668,0.06,0.05333333333333334,0.023333333333333334,0.7066666666666667,0.21666666666666667,0.07666666666666666,0.7066666666666667,0.031649563891608126,0.04104132596881316,0.023716936461973717,0.024295771429010727,0.019371632655689062,0.019371632655689062,0.023716936461973717,0.004345303806284655
xc_std_frac_low,sleep_duration,5-<7 hours,5-7 h sleep,300,h_ext,extrinsic,0.09666666666666666,0.02666666666666667,0.056666666666666664,0.023333333333333334,0.7966666666666666,0.12333333333333334,0.08,0.7966666666666666,0.043115512616430374,0.040370559328648,0.02531428452393139,0.02287935372254877,0.017609020790242656,0.017609020790242656,0.02287935372254877,0.005270332932306113
mean_model_curve,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.09,0.91,0.0,0.0,1.0,0.0,0.16102862835200937,0.10344460231316427,0.024427069559908282,0.012710158173894858,0.1681957567214057,0.012710158173894858,0.024427069559908282,0.011716911386013424
Xc_high,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0033333333333333335,0.18666666666666668,0.81,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.15670655571914766,0.09759650903450263,0.015854696344243933,0.0025106806670677126,0.1720013955127645,0.0025106806670677126,0.015854696344243933,0.01334401567717622
Xc_low,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.03,0.97,0.0,0.0,1.0,0.0,0.16434798111059112,0.1114057059324783,0.034714053811716224,0.02553059416594938,0.1684630432465776,0.02553059416594938,0.034714053811716224,0.009183459645766844
beta_high,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0033333333333333335,0.17666666666666667,0.82,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.1586214233816656,0.09780239168704867,0.01581276184376564,0.005944711722485028,0.16801745156207173,0.005944711722485028,0.01581276184376564,0.00986805012128061
beta_low,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.043333333333333335,0.9566666666666667,0.0,0.0,1.0,0.0,0.1635019158173913,0.10495882390631776,0.03205553153356007,0.01867712475713968,0.16022201901061664,0.01867712475713968,0.03205553153356007,0.013378406776420389
central,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.08666666666666667,0.9133333333333333,0.0,0.0,1.0,0.0,0.16204075772486032,0.10240185917117543,0.024019752365203186,0.011499933804488495,0.1725865908209494,0.011499933804488495,0.024019752365203186,0.01251981856071469
epsilon_high,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.04,0.96,0.0,0.0,1.0,0.0,0.17349591804216283,0.10743920109546401,0.032599610715680766,0.02102203776540854,0.16945182325726535,0.02102203776540854,0.032599610715680766,0.011577572950272227
epsilon_low,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.17333333333333334,0.8266666666666667,0.0,0.0,1.0,0.0,0.15876497369072032,0.10327337650936191,0.016582555540710236,0.0035231303104794037,0.17015831207154802,0.0035231303104794037,0.016582555540710236,0.013059425230230832
eta_high,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0033333333333333335,0.14,0.8566666666666667,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.15253816515331203,0.10051824045269228,0.02036171929985758,0.008789525563634309,0.15499161545342538,0.008789525563634309,0.02036171929985758,0.011572193736223271
eta_low,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.09666666666666666,0.9033333333333333,0.0,0.0,1.0,0.0,0.16178803266745548,0.10338886442865658,0.022594072259624374,0.01220520468660514,0.17773494619813612,0.01220520468660514,0.022594072259624374,0.010388867573019234
xc_std_frac_high,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.09333333333333334,0.9066666666666666,0.0,0.0,1.0,0.0,0.16249700495990507,0.1071025616355321,0.022742604021803284,0.012277268134595651,0.169365846771563,0.012277268134595651,0.022742604021803284,0.010465335887207633
xc_std_frac_low,sleep_duration,7-<9 hours,7-9 h sleep,300,epsilon,robustness,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.0,1.0,0.0,0.15139005382449322,0.10151119458430923,0.025013937448194308,0.012214072189198533,0.16600891655537145,0.012214072189198533,0.025013937448194308,0.012799865258995775
mean_model_curve,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03,0.19333333333333333,0.7766666666666666,0.0,0.22333333333333333,0.7766666666666666,0.30077463955455624,0.19676816990327756,0.0628751613292251,0.04319542676556986,0.014221035164691162,0.014221035164691162,0.04319542676556986,0.028974391600878696
Xc_high,sleep_duration,>=9 hours,>=9 h sleep,300,epsilon,robustness,0.0,0.0,0.1,0.5166666666666667,0.38333333333333336,0.0,0.6166666666666667,0.38333333333333336,0.30211069970521837,0.19071734120528303,0.04369357130519415,0.02141817762122497,0.022762342709481593,0.02141817762122497,0.022762342709481593,0.001344165088256622
Xc_low,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.01,0.04,0.95,0.0,0.05,0.95,0.29820896333592506,0.2043195446503744,0.08766914149699578,0.07388577278751597,0.006100864468278033,0.006100864468278033,0.07388577278751597,0.06778490831923793
beta_high,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.04666666666666667,0.41333333333333333,0.54,0.0,0.46,0.54,0.29839069206166363,0.2007082393345314,0.047635314547282794,0.02932024108722077,0.02218620688971555,0.02218620688971555,0.02932024108722077,0.007134034197505218
beta_low,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.09333333333333334,0.89,0.0,0.11,0.89,0.29915970831946326,0.20270246278177,0.07997928857405967,0.05941964982810029,0.0004841119053127934,0.0004841119053127934,0.05941964982810029,0.058935537922787495
central,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03333333333333333,0.23333333333333334,0.7333333333333333,0.0,0.26666666666666666,0.7333333333333333,0.29791044147836454,0.19539311705207285,0.05879355667052185,0.03816504491814989,0.015091530496447918,0.015091530496447918,0.03816504491814989,0.023073514421701975
epsilon_high,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03,0.1,0.87,0.0,0.13,0.87,0.28940881710499217,0.19286922367526252,0.07210347932225415,0.05800088510796342,0.005112412145248438,0.005112412145248438,0.05800088510796342,0.05288847296271498
epsilon_low,sleep_duration,>=9 hours,>=9 h sleep,300,epsilon,robustness,0.0,0.0,0.09666666666666666,0.5333333333333333,0.37,0.0,0.63,0.37,0.2959771476961722,0.19010060621978764,0.0448406339220924,0.021604877951260607,0.023096194431767917,0.021604877951260607,0.023096194431767917,0.0014913164805073105
eta_high,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03,0.20333333333333334,0.7666666666666667,0.0,0.23333333333333334,0.7666666666666667,0.3078839068482953,0.20122649638032927,0.06528400243972825,0.042965933240082924,0.013052702779125935,0.013052702779125935,0.042965933240082924,0.029913230460956987
eta_low,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03333333333333333,0.21333333333333335,0.7533333333333333,0.0,0.24666666666666667,0.7533333333333333,0.2998031398038959,0.1929343272302998,0.05949264873126299,0.04011313505326813,0.014417412827440615,0.014417412827440615,0.04011313505326813,0.025695722225827514
xc_std_frac_high,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03333333333333333,0.19666666666666666,0.77,0.0,0.23,0.77,0.3004189294317469,0.19700496632890335,0.05730226016372722,0.04048031562829101,0.012058162144145785,0.012058162144145785,0.04048031562829101,0.02842215348414523
xc_std_frac_low,sleep_duration,>=9 hours,>=9 h sleep,300,h_ext,extrinsic,0.0,0.0,0.03333333333333333,0.22,0.7466666666666667,0.0,0.25333333333333335,0.7466666666666667,0.3021036265321723,0.19288839836582886,0.06129929783850187,0.04017393782703984,0.017348634540769393,0.017348634540769393,0.04017393782703984,0.022825303286270446
mean_model_curve,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.06333333333333334,0.04666666666666667,0.11333333333333333,0.73,0.04666666666666667,0.11,0.8433333333333334,0.04666666666666667,0.08378153897640163,0.05255596628065386,0.01237840671365975,0.006513326925477763,0.09075283595718128,0.006513326925477763,0.01237840671365975,0.005865079788181986
Xc_high,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.06666666666666667,0.06,0.14333333333333334,0.69,0.04,0.12666666666666668,0.8333333333333334,0.04,0.07946578311839944,0.04950564275829758,0.007359855505015081,0.001486663120416845,0.09455724086363393,0.001486663120416845,0.007359855505015081,0.005873192384598236
Xc_low,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.056666666666666664,0.06,0.06666666666666667,0.79,0.02666666666666667,0.11666666666666667,0.8566666666666667,0.02666666666666667,0.08710473619366864,0.05803199773976533,0.01749842235765048,0.013938613394782766,0.09102802249807881,0.013938613394782766,0.01749842235765048,0.0035598089628677155
beta_high,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.07333333333333333,0.07666666666666666,0.12666666666666668,0.68,0.043333333333333335,0.15,0.8066666666666666,0.043333333333333335,0.08427713301203041,0.046871630064098654,0.006952476545584946,0.0021044918670143947,0.09057390047308525,0.0021044918670143947,0.006952476545584946,0.004847984678570552
beta_low,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.07,0.05333333333333334,0.09,0.76,0.02666666666666667,0.12333333333333334,0.85,0.02666666666666667,0.08616243552768503,0.05489745671698184,0.01635956176331854,0.0098146472573071,0.08278699152134801,0.0098146472573071,0.01635956176331854,0.006544914506011438
central,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.06333333333333334,0.04666666666666667,0.10333333333333333,0.75,0.03666666666666667,0.11,0.8533333333333334,0.03666666666666667,0.08498296264591915,0.0528841359441571,0.013088383963750625,0.006474750291933557,0.09514073943612784,0.006474750291933557,0.013088383963750625,0.006613633671817068
epsilon_high,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.04,0.08,0.08666666666666667,0.77,0.023333333333333334,0.12,0.8566666666666667,0.023333333333333334,0.09608925297464872,0.05593095652910577,0.017496317045592534,0.010546279665525862,0.09200565881654622,0.010546279665525862,0.017496317045592534,0.006950037380066672
epsilon_low,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.07,0.05333333333333334,0.13666666666666666,0.6966666666666667,0.043333333333333335,0.12333333333333334,0.8333333333333334,0.043333333333333335,0.08160444551709231,0.05246894453894222,0.009325185718587875,0.0016867229838262246,0.0927138769413163,0.0016867229838262246,0.009325185718587875,0.00763846273476165
eta_high,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.056666666666666664,0.06333333333333334,0.11,0.7066666666666667,0.06333333333333334,0.12,0.8166666666666667,0.06333333333333334,0.07531501852699989,0.05006943995542894,0.008494873458491778,0.004087787214308371,0.07757552177547686,0.004087787214308371,0.008494873458491778,0.004407086244183406
eta_low,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.05333333333333334,0.04666666666666667,0.12666666666666668,0.7366666666666667,0.03666666666666667,0.1,0.8633333333333333,0.03666666666666667,0.08467214517386036,0.054900680140008894,0.01217282376611426,0.006271917588478394,0.10028864245079715,0.006271917588478394,0.01217282376611426,0.005900906177635866
xc_std_frac_high,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.08,0.05,0.11333333333333333,0.73,0.02666666666666667,0.13,0.8433333333333334,0.02666666666666667,0.08507083201907659,0.05241594787443599,0.012299282491007752,0.006440611807310253,0.09192602231007274,0.006440611807310253,0.012299282491007752,0.005858670683697499
xc_std_frac_low,sleep_frailty,Q1 (lowest),Q1 sleep frailty,300,epsilon,robustness,0.05,0.056666666666666664,0.09333333333333334,0.7333333333333333,0.06666666666666667,0.10666666666666667,0.8266666666666667,0.06666666666666667,0.07417863650501201,0.0495682569950103,0.013115086027618126,0.00631327089969828,0.08856747007350092,0.00631327089969828,0.013115086027618126,0.006801815127919847
mean_model_curve,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.01,0.99,0.0,0.01,0.99,0.21354524698189753,0.1565423350396014,0.06512291868789694,0.05125205649901698,0.013636992768478037,0.013636992768478037,0.05125205649901698,0.03761506373053894
Xc_high,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.02,0.98,0.0,0.02,0.98,0.21755870109798806,0.15268186985152254,0.052139569321893356,0.03593738917378374,0.008297726241260801,0.008297726241260801,0.03593738917378374,0.027639662932522936
Xc_low,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21021666303167147,0.1587649740492945,0.08096269337798276,0.07179472560816226,0.027400952523886173,0.027400952523886173,0.07179472560816226,0.044393773084276084
beta_high,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.016666666666666666,0.9833333333333333,0.0,0.016666666666666666,0.9833333333333333,0.21137259254300467,0.15985825300111436,0.05621847037625111,0.04383779337510052,0.007552711316828076,0.007552711316828076,0.04383779337510052,0.036285082058272446
beta_low,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.0033333333333333335,0.9966666666666667,0.2111070496661678,0.1601252327060555,0.07633146247012726,0.06277960330705386,0.02279145967336205,0.02279145967336205,0.06277960330705386,0.03998814363369181
central,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.016666666666666666,0.9833333333333333,0.0,0.016666666666666666,0.9833333333333333,0.21221782238119782,0.15785896896269092,0.0638772099458014,0.047389534486524096,0.013110123637167929,0.013110123637167929,0.047389534486524096,0.034279410849356165
epsilon_high,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.006666666666666667,0.9933333333333333,0.0,0.006666666666666667,0.9933333333333333,0.2010443973294798,0.15094462107146284,0.0708500557916506,0.059632009073758596,0.02021217840316026,0.02021217840316026,0.059632009073758596,0.03941983067059834
epsilon_low,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.02666666666666667,0.9733333333333334,0.0,0.02666666666666667,0.9733333333333334,0.21473570907935532,0.14948374199149186,0.051578861777347544,0.03692207579927939,0.007509334950637456,0.007509334950637456,0.03692207579927939,0.029412740848641934
eta_high,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.013333333333333334,0.9866666666666667,0.0,0.013333333333333334,0.9866666666666667,0.22199962683358304,0.16215641616303036,0.06665650727652861,0.047505506914003126,0.014067024526387892,0.014067024526387892,0.047505506914003126,0.03343848238761524
eta_low,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.013333333333333334,0.9866666666666667,0.0,0.013333333333333334,0.9866666666666667,0.21262028170261515,0.15586477127770745,0.06296395220100223,0.04944090408818589,0.012914461053416832,0.012914461053416832,0.04944090408818589,0.036526443034769054
xc_std_frac_high,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.006666666666666667,0.9933333333333333,0.0,0.006666666666666667,0.9933333333333333,0.2118499474962735,0.15966867664650466,0.061679982319464456,0.048696000242351996,0.015200577520583547,0.015200577520583547,0.048696000242351996,0.03349542272176845
xc_std_frac_low,sleep_frailty,Q4 (highest),Q4 sleep frailty,300,h_ext,extrinsic,0.0,0.0,0.0,0.013333333333333334,0.9866666666666667,0.0,0.013333333333333334,0.9866666666666667,0.22184381367579903,0.15315356297632693,0.06452968053219779,0.051039483476430544,0.01120662555066666,0.01120662555066666,0.051039483476430544,0.03983285792576388
mean_model_curve,church_frequency,never,never,300,beta,senogenic,0.20666666666666667,0.23,0.25,0.29,0.023333333333333334,0.43666666666666665,0.54,0.023333333333333334,0.016498437019369358,0.0019503719508920027,0.015829813619957365,0.017606627439667236,0.020723506975434337,0.0019503719508920027,0.015829813619957365,0.013879441669065361
Xc_high,church_frequency,never,never,300,beta,senogenic,0.20666666666666667,0.25,0.31333333333333335,0.21666666666666667,0.013333333333333334,0.45666666666666667,0.53,0.013333333333333334,0.01880649598162028,0.0033611996250790953,0.014880054057950898,0.018932747861848037,0.021421858293223444,0.0033611996250790953,0.014880054057950898,0.011518854432871803
Xc_low,church_frequency,never,never,300,beta,senogenic,0.22,0.21666666666666667,0.23,0.2733333333333333,0.06,0.43666666666666665,0.5033333333333333,0.06,0.015194010247731616,0.0036181374826966864,0.013939912357081707,0.017148804120150917,0.02083313674700473,0.0036181374826966864,0.013939912357081707,0.01032177487438502
beta_high,church_frequency,never,never,300,beta,senogenic,0.16333333333333333,0.25333333333333335,0.31333333333333335,0.25333333333333335,0.016666666666666666,0.4166666666666667,0.5666666666666667,0.016666666666666666,0.014505999488255143,0.003193915068377486,0.01565820207906163,0.017839009358499632,0.021291244612461367,0.003193915068377486,0.014505999488255143,0.011312084419877657
beta_low,church_frequency,never,never,300,beta,senogenic,0.20666666666666667,0.22,0.22,0.3233333333333333,0.03,0.4266666666666667,0.5433333333333333,0.03,0.015403706486364936,0.0033220674852378084,0.014109840108983685,0.017032528395713457,0.01988175711084414,0.0033220674852378084,0.014109840108983685,0.010787772623745877
central,church_frequency,never,never,300,beta,senogenic,0.21,0.24,0.25,0.28,0.02,0.45,0.53,0.02,0.014054000775345143,0.003294902736722407,0.017251197899874542,0.019452593329542925,0.021232484748168603,0.003294902736722407,0.014054000775345143,0.010759098038622735
epsilon_high,church_frequency,never,never,300,beta,senogenic,0.19333333333333333,0.23,0.18333333333333332,0.36666666666666664,0.02666666666666667,0.42333333333333334,0.55,0.02666666666666667,0.005904255727868436,0.005470131640073804,0.01665516378278257,0.016578483320602355,0.021181079470266463,0.005470131640073804,0.005904255727868436,0.00043412408779463195
epsilon_low,church_frequency,never,never,300,beta,senogenic,0.20666666666666667,0.2733333333333333,0.2733333333333333,0.23333333333333334,0.013333333333333334,0.48,0.5066666666666667,0.013333333333333334,0.015462161898584037,0.003290798702199169,0.017837587373684866,0.01868895779814775,0.02085891727501472,0.003290798702199169,0.015462161898584037,0.012171363196384868
eta_high,church_frequency,never,never,300,beta,senogenic,0.18666666666666668,0.23333333333333334,0.3,0.25666666666666665,0.023333333333333334,0.42,0.5566666666666666,0.023333333333333334,0.023990214207152437,0.0011638471331748184,0.012534305893712886,0.017106687964189925,0.019307588604932226,0.0011638471331748184,0.012534305893712886,0.011370458760538067
eta_low,church_frequency,never,never,300,beta,senogenic,0.21333333333333335,0.26666666666666666,0.2,0.2966666666666667,0.023333333333333334,0.48,0.49666666666666665,0.023333333333333334,0.015565801977669411,0.005831532705131795,0.018653462143944123,0.017766903409783222,0.020994381865365473,0.005831532705131795,0.015565801977669411,0.009734269272537616
xc_std_frac_high,church_frequency,never,never,300,beta,senogenic,0.18666666666666668,0.23666666666666666,0.23,0.3233333333333333,0.023333333333333334,0.42333333333333334,0.5533333333333333,0.023333333333333334,0.016723103901738617,0.0018537094743429283,0.017674336978932167,0.016469590535332035,0.019322536452849613,0.0018537094743429283,0.016469590535332035,0.014615881060989107
xc_std_frac_low,church_frequency,never,never,300,beta,senogenic,0.19333333333333333,0.25666666666666665,0.26666666666666666,0.26,0.023333333333333334,0.45,0.5266666666666666,0.023333333333333334,0.02264358008619713,0.0004295698588603873,0.016160740833327462,0.017823272628077053,0.020658840567651736,0.0004295698588603873,0.016160740833327462,0.015731170974467076
mean_model_curve,church_frequency,sometimes,sometimes,300,beta,senogenic,0.10333333333333333,0.10666666666666667,0.16333333333333333,0.41,0.21666666666666667,0.21,0.5733333333333334,0.21666666666666667,0.02336857268127013,0.006042639911142868,0.006961663159526858,0.008576434476500683,0.032597729039651545,0.006042639911142868,0.006961663159526858,0.0009190232483839902
Xc_high,church_frequency,sometimes,sometimes,300,beta,senogenic,0.10333333333333333,0.12333333333333334,0.2,0.35,0.22333333333333333,0.22666666666666666,0.55,0.22333333333333333,0.019047455824297278,0.005502542092510067,0.010501537649794434,0.009854184730834738,0.03616254489986235,0.005502542092510067,0.009854184730834738,0.004351642638324671
Xc_low,church_frequency,sometimes,sometimes,300,epsilon,robustness,0.09333333333333334,0.09666666666666666,0.09666666666666666,0.5066666666666667,0.20666666666666667,0.19,0.6033333333333334,0.20666666666666667,0.0266943350180475,0.009737362372359462,0.005512034051552693,0.004981496387668823,0.03316159873597692,0.004981496387668823,0.005512034051552693,0.0005305376638838708
beta_high,church_frequency,sometimes,sometimes,300,beta,senogenic,0.11,0.14,0.18,0.3466666666666667,0.22333333333333333,0.25,0.5266666666666666,0.22333333333333333,0.023910528248501022,0.00033189598369662884,0.00931129250633139,0.010394232095991166,0.032392692019770145,0.00033189598369662884,0.00931129250633139,0.008979396522634762
beta_low,church_frequency,sometimes,sometimes,300,Xc,robustness,0.10333333333333333,0.11,0.14666666666666667,0.43666666666666665,0.20333333333333334,0.21333333333333335,0.5833333333333334,0.20333333333333334,0.025848891691234464,0.00835787146887588,0.006185494812045727,0.007451566862270091,0.025525714897350577,0.006185494812045727,0.007451566862270091,0.0012660720502243638
central,church_frequency,sometimes,sometimes,300,Xc,robustness,0.1,0.1,0.16333333333333333,0.42,0.21666666666666667,0.2,0.5833333333333334,0.21666666666666667,0.024448274992161984,0.007422447567700613,0.005640401961658806,0.00731782233790271,0.03658523594034183,0.005640401961658806,0.00731782233790271,0.0016774203762439039
epsilon_high,church_frequency,sometimes,sometimes,300,Xc,robustness,0.08333333333333333,0.13,0.15,0.45,0.18666666666666668,0.21333333333333335,0.6,0.18666666666666668,0.03590095330130754,0.009336934685297246,0.004241893363518881,0.007986908525518135,0.03338440071290872,0.004241893363518881,0.007986908525518135,0.0037450151619992543
epsilon_low,church_frequency,sometimes,sometimes,300,beta,senogenic,0.09666666666666666,0.11333333333333333,0.21,0.3566666666666667,0.22333333333333333,0.21,0.5666666666666667,0.22333333333333333,0.02111037260476015,0.006078324079067517,0.007505173085678957,0.010146520622214071,0.034377394818152926,0.006078324079067517,0.007505173085678957,0.0014268490066114406
eta_high,church_frequency,sometimes,sometimes,300,beta,senogenic,0.10666666666666667,0.11,0.15,0.3933333333333333,0.24,0.21666666666666667,0.5433333333333333,0.24,0.014878321207965924,0.0035152216846364845,0.010812582156643885,0.009699595070469129,0.021567092307111724,0.0035152216846364845,0.009699595070469129,0.006184373385832644
eta_low,church_frequency,sometimes,sometimes,300,Xc,robustness,0.09333333333333334,0.09,0.18666666666666668,0.41333333333333333,0.21666666666666667,0.18333333333333332,0.6,0.21666666666666667,0.024171440382879817,0.009725018756633258,0.005045449145121293,0.008563122269998667,0.041474403783493714,0.005045449145121293,0.008563122269998667,0.003517673124877374
xc_std_frac_high,church_frequency,sometimes,sometimes,300,beta,senogenic,0.11333333333333333,0.11,0.16,0.41,0.20666666666666667,0.22333333333333333,0.57,0.20666666666666667,0.024985159404875577,0.003770951168708204,0.005818595181914857,0.00958197684235158,0.03384991449569623,0.003770951168708204,0.005818595181914857,0.0020476440132066527
xc_std_frac_low,church_frequency,sometimes,sometimes,300,beta,senogenic,0.1,0.10333333333333333,0.14333333333333334,0.41,0.24333333333333335,0.20333333333333334,0.5533333333333333,0.24333333333333335,0.01372890125822594,0.0026494086667843905,0.006504578842365606,0.00864160200897947,0.03060546640099723,0.0026494086667843905,0.006504578842365606,0.003855170175581215
mean_model_curve,church_frequency,weekly,weekly,300,epsilon,robustness,0.03666666666666667,0.07333333333333333,0.24333333333333335,0.6366666666666667,0.01,0.11,0.88,0.01,0.1737929150828092,0.10469459081771554,0.01667087613440082,0.003815522855569437,0.18204763362412874,0.003815522855569437,0.01667087613440082,0.012855353278831385
Xc_high,church_frequency,weekly,weekly,300,Xc,robustness,0.03333333333333333,0.09333333333333334,0.42333333333333334,0.43666666666666665,0.013333333333333334,0.12666666666666668,0.86,0.013333333333333334,0.16972874240537747,0.09879134340684226,0.0072146670620534875,0.0073207726876191115,0.18583576157213216,0.0072146670620534875,0.0073207726876191115,0.00010610562556562404
Xc_low,church_frequency,weekly,weekly,300,epsilon,robustness,0.043333333333333335,0.056666666666666664,0.16,0.7366666666666667,0.0033333333333333335,0.1,0.8966666666666666,0.0033333333333333335,0.17690938179225202,0.11316552016790493,0.028147599089940672,0.017799631668236175,0.1823656024589886,0.017799631668236175,0.028147599089940672,0.010347967421704497
beta_high,church_frequency,weekly,weekly,300,epsilon,robustness,0.043333333333333335,0.08333333333333333,0.35333333333333333,0.5033333333333333,0.016666666666666666,0.12666666666666668,0.8566666666666667,0.016666666666666666,0.16875126023606177,0.0988500168216184,0.007692023513102343,0.0032123262726459936,0.18186348983882944,0.0032123262726459936,0.007692023513102343,0.004479697240456349
beta_low,church_frequency,weekly,weekly,300,epsilon,robustness,0.043333333333333335,0.07,0.16333333333333333,0.72,0.0033333333333333335,0.11333333333333333,0.8833333333333333,0.0033333333333333335,0.1763664909477065,0.10581262238486319,0.024870599010341176,0.010221283357060728,0.17413426558275127,0.010221283357060728,0.024870599010341176,0.014649315653280448
central,church_frequency,weekly,weekly,300,epsilon,robustness,0.03666666666666667,0.07333333333333333,0.24666666666666667,0.6333333333333333,0.01,0.11,0.88,0.01,0.17453696828799148,0.10369279499060335,0.016000404719717923,0.0024639945300388537,0.1863930671005386,0.0024639945300388537,0.016000404719717923,0.01353641018967907
epsilon_high,church_frequency,weekly,weekly,300,epsilon,robustness,0.03666666666666667,0.07333333333333333,0.16,0.7266666666666667,0.0033333333333333335,0.11,0.8866666666666667,0.0033333333333333335,0.18659688759332232,0.10904072230864845,0.02541825367732,0.01282685879885557,0.18322670454575762,0.01282685879885557,0.02541825367732,0.01259139487846443
epsilon_low,church_frequency,weekly,weekly,300,epsilon,robustness,0.03333333333333333,0.08,0.4066666666666667,0.4666666666666667,0.013333333333333334,0.11333333333333333,0.8733333333333333,0.013333333333333334,0.1716524558545131,0.10422667238617529,0.007767674292930926,0.0061596220214887604,0.18399167866426452,0.0061596220214887604,0.007767674292930926,0.0016080522714421652
