age,gain_low,gain_median,gain_high
60,-8.601683033742361,0.0153650707788829,8.29843400255356
65,-7.417236442210362,0.0138069369816874,7.842868711977869
70,-6.082212930727822,0.012130732661186,7.177349462348787
75,-4.740569508907669,0.0097027941503152,6.158991257262485
80,-3.3556825855837724,0.0073187040187386,4.938351653302968
85,-2.2495325850467327,0.0044158661637386,3.655050220088031
90,-1.463681747547631,0.0032325199374362,2.369394365520696
95,-0.8708550458237754,0.0016216479832925,1.4741050094749677
100,-0.5954151805834834,0.0009258042642255,0.7972888862460484
