parameter,parameter_label,allowed_slope_distortion_fraction,allowed_parameter_cv,tau_ref,scale
eta,$\eta$,0.15759036144578314,0.03601444171300521,98.61640439041227,9.0
eta,$\eta$,0.1595582329317269,0.03623860489912366,98.61640439041227,9.0
eta,$\eta$,0.1615261044176707,0.03646138996486735,98.61640439041227,9.0
eta,$\eta$,0.16349397590361447,0.03668282201937944,98.61640439041227,9.0
eta,$\eta$,0.16546184738955824,0.03690292541846525,98.61640439041227,9.0
eta,$\eta$,0.167429718875502,0.0371217237958604,98.61640439041227,9.0
eta,$\eta$,0.1693975903614458,0.03733924009284988,98.61640439041227,9.0
eta,$\eta$,0.17136546184738957,0.03755549658634309,98.61640439041227,9.0
eta,$\eta$,0.17333333333333334,0.03777051491550212,98.61640439041227,9.0
eta,$\eta$,0.17530120481927713,0.03798431610701326,98.61640439041227,9.0
eta,$\eta$,0.1772690763052209,0.03819692059908556,98.61640439041227,9.0
eta,$\eta$,0.17923694779116467,0.03840834826425352,98.61640439041227,9.0
eta,$\eta$,0.18120481927710844,0.038618618431056365,98.61640439041227,9.0
eta,$\eta$,0.18317269076305223,0.038827749904660536,98.61640439041227,9.0
eta,$\eta$,0.185140562248996,0.03903576098648784,98.61640439041227,9.0
eta,$\eta$,0.18710843373493977,0.039242669492907147,98.61640439041227,9.0
eta,$\eta$,0.18907630522088356,0.039448492773043756,98.61640439041227,9.0
eta,$\eta$,0.19104417670682733,0.03965324772575665,98.61640439041227,9.0
eta,$\eta$,0.1930120481927711,0.03985695081583092,98.61640439041227,9.0
eta,$\eta$,0.19497991967871486,0.04005961808942896,98.61640439041227,9.0
eta,$\eta$,0.19694779116465866,0.040261265188841794,98.61640439041227,9.0
eta,$\eta$,0.19891566265060243,0.04046190736657855,98.61640439041227,9.0
eta,$\eta$,0.2008835341365462,0.04066155949883039,98.61640439041227,9.0
eta,$\eta$,0.20285140562249,0.040860236098342155,98.61640439041227,9.0
eta,$\eta$,0.20481927710843376,0.04105795132672359,98.61640439041227,9.0
eta,$\eta$,0.20678714859437752,0.04125471900622937,98.61640439041227,9.0
eta,$\eta$,0.2087550200803213,0.04145055263103596,98.61640439041227,9.0
eta,$\eta$,0.21072289156626509,0.041645465378041126,98.61640439041227,9.0
