parameter,estimate,ci95_lower,ci95_upper,log2_estimate,log2_se
USA_Xc,20.854942404177756,20.713297043269428,20.997556389647634,-0.010000000000000002,0.005016385090762058
USA_xc_std_frac,0.1918528238650529,0.18886716898690362,0.19488567665006568,-0.059999999999999984,0.011544929560556213
