parameter,estimate,ci95_lower,ci95_upper,log2_estimate,log2_se
eta,0.5787576697695983,0.5736634183129995,0.5838971592474386,0.1,0.006507594352293999
beta,57.87173772073557,57.41518317586128,58.33192269994651,0.08,0.005829930317938905
epsilon,52.91905847540383,52.29450470080176,53.55107130176671,0.030000000000000002,0.00873879744640873
SWE_Xc,21.74056340066893,21.44914954501228,22.035936482545264,0.05,0.00993310287546159
SWE_xc_std_frac,0.12834258975629043,0.12604004355265283,0.13068719972689005,-0.64,0.013325429599027903
USA_Xc,21.0,20.730047173295077,21.27346823253284,0.0,0.009523432879346245
USA_xc_std_frac,0.16245047927124712,0.15962996319854328,0.1653208312942762,-0.3,0.012892103697709597
