candidate_id,start_name,tau_sd,tau_cv,screen_de_score,search_score,eval_score_mean,eval_score_sd,eval_score_min,eval_score_max,history_start,history_end,history_steps,eta,beta,kappa,epsilon,tau,tau_factor_vs_karin,eta_factor,beta_factor,kappa_factor,epsilon_factor,SWE_Xc,SWE_xc_std_frac,USA_Xc,USA_xc_std_frac,eta_log2,tau_log2,kappa_log2,epsilon_log2,SWE_Xc_log2,SWE_xc_std_log2,USA_Xc_log2,USA_xc_std_log2,best_eval_score,score_ratio_to_best,acceptance_multiplier,strict_accepted
stress_tau_sd_0.075_baseline_tau_-2.0,baseline_tau_-2.0,0.075,0.0751055924505399,,11.203976671239577,11.277254778577465,2.219105999763552e-10,11.277254778337111,11.277254778774566,11.277254782051394,11.203976671239577,11,0.54,13.6875,0.5,51.83,25.34722222222222,0.25,1.0,0.25,1.0,1.0,12.486674707528572,0.2,14.219683242837371,0.2043794297308233,0.0,-2.0,0.0,0.0,-0.75,0.0,-0.5625,0.03125,0.0104153454868315,1082.7537879406525,2.5,False
stress_tau_sd_0.075_random_16,random_16,0.075,0.0751055924505399,,11.243255824857764,16.603149530371436,0.9153849269624972,15.679161099428136,17.50968125733378,11.277254782089184,11.243255824857764,6,0.4882228801539447,25.91116588730784,0.4860961616860742,28.605161168686195,53.07241209002254,0.523453927463236,0.9041164447295272,0.4732633038777688,0.9721923233721484,0.5519035533221338,9.374113562087762,0.4175837484963088,9.140780914609303,0.1486735460416194,-0.1454194998851277,-0.9338655329851266,-0.0406863525286701,-0.8575119208204849,-1.1636351504209166,1.062065566266009,-1.2,-0.4278520331058074,0.0104153454868315,1594.1045403979433,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_stress_random_18,tau_cv010_stress_refit_candidates_stress_random_18,0.1,0.1002505216154407,,0.0641004224618962,0.0895813533458386,0.0068037261879427,0.0822646656009125,0.0957176500776057,0.123491611316665,0.0641004224618962,5,0.5976225715367414,48.29133778614342,0.5111332743657568,19.98319677022339,80.80574611157321,0.7969881808264756,1.1067084658087802,0.8820335668701995,1.0222665487315137,0.3855527063519852,26.627170369883796,0.2964134908761669,28.272751450795035,0.4819655159276957,0.1462752308596855,-0.327369765388636,0.031771417796674,-1.375,0.3425097957289221,0.5676111115344853,0.4290229624675965,1.2689299269949923,0.0104153454868315,8.600900801523965,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.075,tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.075,0.1,0.1002505216154407,,0.0837591855121674,0.0976490481563193,0.0070234031226172,0.0915364034915074,0.1053210906734959,0.2188912276106608,0.0837591855121674,8,0.7610332077766905,68.8214822550701,0.5946035575013605,35.156401145806406,90.43164155231494,0.8919285194200927,1.4093207551420193,1.2570133745218282,1.189207115002721,0.6783021637238358,21.97730261446394,0.0917004043204671,20.390389411189368,0.1221581399405721,0.4949999999999998,-0.1650000000000001,0.25,-0.5600000000000003,0.0656250000000001,-1.125,-0.0425,-0.71125,0.0104153454868315,9.375497747989243,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.000,tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.000,0.1,0.1002505216154407,,0.1260880833048151,0.1344679116203966,0.0127753113039455,0.1197421117599001,0.1425869152235443,0.2210217858318438,0.1260880833048151,8,0.6399500963084543,57.87173772073557,0.6076236799902345,41.8082423804828,90.43164155231494,0.8919285194200927,1.185092770941582,1.0570180405613805,1.215247359980469,0.8066417592221262,21.274707957940976,0.1189207115002721,22.742475956044423,0.1684709681933586,0.2449999999999998,-0.1650000000000001,0.28125,-0.3100000000000002,0.0187500000000001,-0.7499999999999999,0.1150000000000002,-0.2474999999999999,0.0104153454868315,12.910557003645089,2.5,False
stress_tau_sd_0.100_de_best,de_best,0.1,0.1002505216154407,4.085823906392253,0.1328715095447037,0.1408225450609984,0.0015812508197344,0.1393986512005712,0.1425243146321882,1.9978058847482767,0.1328715095447037,4,0.585854762722307,51.27060363377164,0.5111332743657568,27.134436531948005,87.5141876384706,0.8631536315027237,1.084916227263531,0.9364493814387514,1.0222665487315137,0.5235276197558943,18.28156182921861,0.2285660472130912,19.991854273658973,0.2753178289366536,0.1175836480361677,-0.2123107293638573,0.031771417796674,-0.9336624434356922,-0.1999999999999999,0.1926111115344853,-0.0709770375324034,0.4610980385046236,0.0104153454868315,13.520679197732282,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_joint2019_tail90_sweden_emphasis,tau_cv010_stress_refit_candidates_joint2019_tail90_sweden_emphasis,0.1,0.1002505216154407,,0.1672990123239451,0.1946818397519065,0.0191458655979773,0.1732177073658826,0.2100000192429348,0.2188614491772985,0.1672990123239451,4,0.5868368257640714,55.41816590110378,0.6010783657263515,41.8082423804828,94.435392374956,0.9314175686297032,1.086734862526058,1.0122039433991556,1.202156731452703,0.8066417592221262,21.74056340066893,0.1681792830507429,21.293149075590613,0.2099433367246134,0.1199999999999998,-0.1025000000000001,0.265625,-0.3100000000000002,0.0500000000000001,-0.25,0.0199999999999999,0.0699999999999999,0.0104153454868315,18.691827361660593,2.5,False
stress_tau_sd_0.100_carry_tau_sd_0.050,carry_tau_sd_0.050,0.1,0.1002505216154407,,0.1615761049691402,0.1971105464246463,0.0030100654332416,0.1949055526273289,0.2005398427727075,0.2937231456609279,0.1615761049691402,4,0.5868368257640714,58.569565958518865,0.5946035575013605,52.47398902409413,99.80553943979284,0.9843834026938472,1.086734862526058,1.0697637617994311,1.189207115002721,1.012425024582175,21.74056340066893,0.0872921733457293,20.49666869109969,0.0990983410790568,0.1199999999999997,-0.0227077616068727,0.25,0.0178150727690729,0.05,-1.1960757878996244,-0.0349998793007728,-1.0130671882026436,0.0104153454868315,18.92501277791111,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.100,tau_cv010_stress_refit_candidates_wide_profile_tau_sd_0.100,0.1,0.1002505216154407,,0.178055879588928,0.2078921652425075,0.0136117789447533,0.1966936159871878,0.2230426124145707,0.3588018287774723,0.178055879588928,7,0.7837857846177488,78.37312181918315,0.5,52.91905847540383,99.99303809446558,0.9862327044933592,1.4514551566995348,1.4314725446426146,1.0,1.0210121257071934,17.88982565740224,0.05,20.77378827707349,0.1252664438624128,0.5374999999999999,-0.0200000000000001,0.0,0.0300000000000001,-0.2312499999999999,-2.0,-0.015625,-0.6749999999999998,0.0104153454868315,19.96017947799732,2.5,False
stress_tau_sd_0.100_figS_tau_spread_constraint_source_data_profile_tau_sd_0.100,figS_tau_spread_constraint_source_data_profile_tau_sd_0.100,0.1,0.1002505216154407,,0.1460436508763073,0.2106915945078768,0.0051426215164519,0.2074017988753754,0.2166177876402387,0.2728340793634365,0.1460436508763073,7,0.5307231232144356,53.068617477194806,0.5946035575013605,52.91905847540383,99.99303809446558,0.9862327044933592,0.9828205985452512,0.969289816935065,1.189207115002721,1.0210121257071934,21.74056340066893,0.0699792932797598,21.45984012173645,0.088576751910236,-0.0250000000000001,-0.0200000000000001,0.25,0.0300000000000001,0.0500000000000001,-1.515,0.03125,-1.1749999999999998,0.0104153454868315,20.228958777628684,2.5,False
stress_tau_sd_0.100_tau_cv010_stress_refit_candidates_de_best,tau_cv010_stress_refit_candidates_de_best,0.1,0.1002505216154407,,0.1624135574606637,0.2174841693746806,0.0050785814080013,0.2130570200942476,0.2230282471381906,0.2567818201164304,0.1624135574606637,4,0.945095034324826,93.20187409234762,0.5946035575013605,45.59221160505984,98.61640439041228,0.9726549474122856,1.7501759894904183,1.702317335020048,1.189207115002721,0.8796490759224357,17.506483583953557,0.2378414230005441,15.056530104166187,0.165433338618013,0.8074999999999998,-0.04,0.25,-0.1850000000000002,-0.2624999999999999,0.2499999999999997,-0.48,-0.2737499999999999,0.0104153454868315,20.881128681679577,2.5,False
stress_tau_sd_0.100_figS_tau_spread_constraint_source_data_full_fit_02,figS_tau_spread_constraint_source_data_full_fit_02,0.1,0.1002505216154407,,0.231171735975518,0.274880754339005,0.008119524011002,0.2686816206667802,0.2840716860837939,0.3354219829344473,0.231171735975518,3,0.5787576697695983,57.871737720735574,0.5946035575013605,52.91905847540383,99.99303809446558,0.9862327044933592,1.0717734625362931,1.0570180405613805,1.189207115002721,1.0210121257071934,21.74056340066893,0.1399585865595196,17.658824720328006,0.1624504792712471,0.0999999999999999,-0.0200000000000001,0.25,0.0300000000000001,0.0500000000000001,-0.515,-0.25,-0.2999999999999999,0.0104153454868315,26.39189978734214,2.5,False
stress_tau_sd_0.100_joint2019_shared_eta_beta_epsilon_65_100_n100k,joint2019_shared_eta_beta_epsilon_65_100_n100k,0.1,0.1002505216154407,,0.2336635119783884,0.2782528238782994,0.0058694091437001,0.2719054071158404,0.2834838822610822,0.4856802924286003,0.2336635119783884,6,0.5787576697695983,57.871737720735574,0.5,62.93172085819528,99.99303809446558,0.9862327044933592,1.0717734625362931,1.0570180405613805,1.0,1.214194884395047,21.74056340066893,0.1526259208960559,24.43822203432913,0.1660076815647821,0.0999999999999999,-0.0200000000000001,0.0,0.2800000000000001,0.0500000000000001,-0.39,0.21875,-0.2687499999999999,0.0104153454868315,26.71565952661894,2.5,False
stress_tau_sd_0.100_baseline,baseline,0.1,0.1002505216154407,,0.2974285848641562,0.3167290078148433,0.0076486568652194,0.3088685494895702,0.3241466211016268,0.4375414061725808,0.2974285848641562,7,0.4540840642370058,45.052556214464786,0.5946035575013605,51.83,99.2163340727807,0.9785720620877,0.8408964152537145,0.8228777390769824,1.189207115002721,1.0,21.0,0.2,19.257084907298097,0.1794709075003107,-0.25,-0.03125,0.25,0.0,0.0,0.0,-0.125,-0.15625,0.0104153454868315,30.409841729714405,2.5,False
stress_tau_sd_0.100_random_06,random_06,0.1,0.1002505216154407,,11.20397666944094,11.203976641382203,1.993811605694612e-08,11.203976629870926,11.203976664404756,11.20397667294828,11.20397666944094,3,0.3830636389735869,13.054711324766943,0.6931669924222271,106.98542297057098,34.07974549541387,0.3361289966670956,0.7093771092103461,0.2384422159774784,1.3863339848444542,2.0641601962294227,12.638270277435382,0.1925089496974339,17.4934116921291,0.0806304800177265,-0.4953753179854762,-1.5729130906426336,0.4712748622614123,1.0455549404013396,-0.7325903036902744,-0.0550744820679405,-0.2635776463322697,-1.3106027839512004,0.0104153454868315,1075.7181944226163,2.5,False
stress_tau_sd_0.100_random_02,random_02,0.1,0.1002505216154407,,11.20397666944094,11.27725477922001,7.518877671817895e-10,11.277254778374225,11.27725477981266,17.799133355787532,11.20397666944094,8,0.2270563393050757,7.893271839825768,1.3196033875685198,26.721181525833344,34.763494663851986,0.3428728240818278,0.4204747024168069,0.1441693486726167,2.6392067751370396,0.5155543416136088,9.205151269117334,0.2021862865570592,11.158039258026042,0.0617474183839131,-1.2499090905917156,-1.5442545333262188,1.400104386578706,-0.9558035931047228,-1.1898759930653635,0.0156851486402729,-0.9123057954598222,-1.695549274993026,0.0104153454868315,1082.753788002345,2.5,False
stress_tau_sd_0.100_random_10,random_10,0.1,0.1002505216154407,,11.23465294659176,13.522426152758385,1.391426210801979,12.004585807809208,14.737621916888031,11.277254782012871,11.23465294659176,7,0.3780765369987977,14.605777369501755,1.13469104609443,37.62150252792577,38.63180054875556,0.3810259780151233,0.7001417351829587,0.2667721893972923,2.26938209218886,0.7258634483489441,25.65450481476003,0.3397266543296902,10.103879491963706,0.1226383397726716,-0.5142810871913771,-1.3920387321400485,1.1822995336896345,-0.4622299253426278,0.2888228508952026,0.7643744138624038,-1.0554799904410157,-0.7055899283696825,0.0104153454868315,1298.3175805214707,2.5,False
stress_tau_sd_0.130_carry_tau_sd_0.075,carry_tau_sd_0.075,0.13,0.1305511887290398,,0.2065139884393852,0.2830732062396984,0.0078415400307832,0.274028743368763,0.2879669462034384,0.3170825999745476,0.2065139884393852,4,0.6978705285442458,65.90367718999379,0.5,49.718659304628446,94.435392374956,0.9314175686297032,1.292352830637492,1.2037201313240875,1.0,0.9592641193252642,19.936184539960905,0.0805245165974627,20.854942404177756,0.1759298151844871,0.3699999999999999,-0.1025000000000001,0.0,-0.0600000000000002,-0.0749999999999999,-1.3125,-0.0099999999999999,-0.1849999999999999,0.0104153454868315,27.178474933702027,2.5,False
