candidate_id,label,curve,age,value,n_sim,dt,target_tau_cv,tau_cv,tau_sd
profile_tau_sd_0.025,2.5% heterogeneity,hazard,71.0,0.0186322327099196,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,72.0,0.0217348797726123,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,73.0,0.0232638059537794,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,74.0,0.0258581598733824,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,75.0,0.0299705048096686,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,76.0,0.0336783820587038,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,77.0,0.0389808889182116,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,78.0,0.0416571330511383,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,79.0,0.0480546324187049,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,80.0,0.053735531833898,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,81.0,0.0595352953309956,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,82.0,0.0650931395303514,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,83.0,0.0722573829641297,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,84.0,0.0837007298670804,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,85.0,0.0909400118150409,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,86.0,0.1016801361646784,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,87.0,0.1103198948290972,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,88.0,0.1222825668877025,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,89.0,0.1315043169548137,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,90.0,0.1531358990383646,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,91.0,0.1637344836030062,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,92.0,0.1808668654582816,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,93.0,0.1929364278506559,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,94.0,0.2088161312935549,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,95.0,0.2299039329994252,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,96.0,0.2406532015470562,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,97.0,0.2722834991470026,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,98.0,0.2909415439535921,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,99.0,0.3059931196813326,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.025,2.5% heterogeneity,hazard,100.0,0.3143000250438266,1000000.0,0.1,0.025,0.0250039067586724,0.025
profile_tau_sd_0.050,5% heterogeneity,hazard,55.0,0.0025243511951871,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,56.0,0.0029462353544092,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,57.0,0.003392511499157,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,58.0,0.0040828089725731,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,59.0,0.0043299392760089,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,60.0,0.0048660724160049,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,61.0,0.0060979418387623,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,62.0,0.0062103199965912,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,63.0,0.0074974901106067,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,64.0,0.0092760166319626,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,65.0,0.0101035670174182,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,66.0,0.0113573837880513,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,67.0,0.0128328735816884,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,68.0,0.0145910765952344,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,69.0,0.0164829042992238,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,70.0,0.0183199002985898,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,71.0,0.0212016999518251,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,72.0,0.0239653435520419,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,73.0,0.026992698080978,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,74.0,0.0303336573558475,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,75.0,0.0346344174371328,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,76.0,0.0377425073265678,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,77.0,0.0432943918192685,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,78.0,0.0481899477090997,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,79.0,0.0542192460160778,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,80.0,0.0597732324809649,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,81.0,0.0660984333605189,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,82.0,0.0737133003688519,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,83.0,0.0786420186564329,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,84.0,0.0887089213405895,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,85.0,0.0952106174264281,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,86.0,0.1043882476163738,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,87.0,0.1135316473231225,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,88.0,0.1224207820706891,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,89.0,0.1326276271655845,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,90.0,0.1436410516340877,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,91.0,0.152189123074016,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,92.0,0.1656779914914015,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,93.0,0.171504145394559,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,94.0,0.1843970421418032,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,95.0,0.2013408952386855,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,96.0,0.2181184580360435,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,97.0,0.2273448407158268,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,98.0,0.2248842359573183,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,99.0,0.2502695210226398,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.050,5% heterogeneity,hazard,100.0,0.2529920212765957,1000000.0,0.1,0.05,0.0500312662821478,0.05
profile_tau_sd_0.100,10% heterogeneity,hazard,55.0,0.0020817915064988,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,56.0,0.0023678613413778,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,57.0,0.0028442659806966,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,58.0,0.0030305731348605,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,59.0,0.00376664478225,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,60.0,0.0045312673289288,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,61.0,0.0050078884853577,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,62.0,0.0063253468274065,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,63.0,0.0062908813352986,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,64.0,0.0089232213586226,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,65.0,0.0100951013111626,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,66.0,0.0114265041956005,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,67.0,0.013559761240975,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,68.0,0.0164794686674751,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,69.0,0.0193833980791871,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,70.0,0.0222684906741867,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,71.0,0.0259426658649704,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,72.0,0.0298153749766293,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,73.0,0.0333882350235302,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,74.0,0.0371778219992612,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,75.0,0.0422067718298055,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,76.0,0.0471964746122477,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,77.0,0.0538414158669089,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,78.0,0.0590182142696636,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,79.0,0.063713965472464,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,80.0,0.0713458360857321,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,81.0,0.0786429797980793,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,82.0,0.0863970627566183,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,83.0,0.0917362559263865,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,84.0,0.0965762373589292,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,85.0,0.1039632608032565,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,86.0,0.1138291607645907,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,87.0,0.1199196005779602,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,88.0,0.127714334274869,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,89.0,0.133692429014808,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,90.0,0.1374049845061843,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,91.0,0.1484175529472272,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,92.0,0.1602635095064912,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,93.0,0.1663733132176682,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,94.0,0.171452937209948,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,95.0,0.1746080468454854,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,96.0,0.1916294879966008,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,97.0,0.193568262335484,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,98.0,0.2013199258842878,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,99.0,0.2045807750121016,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.100,10% heterogeneity,hazard,100.0,0.2195871761089152,1000000.0,0.1,0.1,0.1002505216154407,0.1
profile_tau_sd_0.160,15% heterogeneity,hazard,55.0,0.0107352959061043,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,56.0,0.0125732132390118,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,57.0,0.013204679330313,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,58.0,0.0155521889159905,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,59.0,0.0161429550952516,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,60.0,0.0189723545690565,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,61.0,0.0193249006494135,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,62.0,0.0213130733377534,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,63.0,0.022604458656736,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,64.0,0.0255517744287797,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,65.0,0.0279356016473749,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,66.0,0.0286032099157794,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,67.0,0.0321929771302784,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,68.0,0.0353679123739544,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,69.0,0.0360273771797394,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,70.0,0.0384783710143199,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,71.0,0.0411580390364906,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,72.0,0.0438483758568391,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,73.0,0.0448974142151408,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,74.0,0.0474287962146451,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,75.0,0.0463849500514953,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,76.0,0.0539622820337949,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,77.0,0.0553797296268502,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,78.0,0.0589583036203112,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,79.0,0.0593563062414425,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,80.0,0.0635759252243322,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,81.0,0.0639081006490363,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,82.0,0.0694333693642608,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,83.0,0.0724210872979682,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,84.0,0.0716502000489915,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,85.0,0.0755672119618171,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,86.0,0.0764872745087193,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,87.0,0.0807584119788798,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,88.0,0.0827341125517088,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,89.0,0.0825631298520303,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,90.0,0.0867520852285805,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,91.0,0.0866494164609987,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,92.0,0.0841434096372948,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,93.0,0.0904521175806024,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,94.0,0.097508210598923,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,95.0,0.0987191556618847,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,96.0,0.0972223544759419,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,97.0,0.1004310208555079,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,98.0,0.1034535042396109,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,99.0,0.1000982877243805,1000000.0,0.1,0.15,0.1610294823638894,0.16
profile_tau_sd_0.160,15% heterogeneity,hazard,100.0,0.1113108506507514,1000000.0,0.1,0.15,0.1610294823638894,0.16
