year,condition,from_t,ref_year,old_fig4_ref_year,sr_baseline_median,sr_baseline_steepness,ref_median,ref_steepness,old_fig4_ref_median,old_fig4_ref_steepness,age_at_survival_75,median_lifespan,age_at_survival_25,iqr,steepness_iqr_absolute,x_relative_to_sr,y_relative_to_sr,x_relative_to_ref_year,y_relative_to_ref_year,x_relative_to_old_fig4_ref,y_relative_to_old_fig4_ref,ggm_a,ggm_b,ggm_c,ggm_m,country_key,country_name,hmd_country_code
1883,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,66.15433996118445,74.48323168710317,81.23507867891773,15.080738717733285,4.938964402288803,0.8802495392129034,0.756691628199328,0.8724802062252711,0.7657624650065433,0.8795472918645159,0.7602785144200864,2.586938728706863e-05,0.1074241087259153,10.680085257124636,0.0059346241463829,sweden,Sweden,swe
1884,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,54.17494419642858,69.39605336297944,78.52732176360226,24.352377567173683,2.849662344941767,0.8201288076834852,0.4365926667973202,0.8078350085947422,0.4472460012602774,0.814185995552054,0.4426356779832697,,,,,sweden,Sweden,swe
1884,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,65.72224784288453,74.05027707632556,80.79883199186972,15.07658414898519,4.911608381883366,0.8751328426356375,0.7525004516822325,0.8674086710684147,0.7615210467835797,0.8744346772963212,0.7560674707963152,2.7195040641526124e-05,0.1073624846396387,10.650008197489528,0.0060224083737954,sweden,Sweden,swe
1885,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,53.923701298701296,69.13812649164677,78.33133239171374,24.407631093012448,2.832643865690023,0.817080604692039,0.4339852900831833,0.804832498419848,0.4445750017271628,0.811159880429668,0.4399922117792083,,,,,sweden,Sweden,swe
1885,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,65.3761799083301,73.84109509538604,80.66565319231907,15.289473283988968,4.829538187735475,0.8726607111482825,0.7399265953475677,0.8649583593172353,0.7487964614139967,0.8719645180312786,0.743434011592598,3.207797090496834e-05,0.1050415956963409,10.71555794041725,0.0059986470563813,sweden,Sweden,swe
1886,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,55.26682692307691,70.29528403001072,79.28341754708313,24.01659062400622,2.9269468398127163,0.830755996681213,0.4484333130330696,0.818302895144864,0.4593755721028744,0.8247361778806988,0.4546402141857846,,,,,sweden,Sweden,swe
1886,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,66.60552689014234,74.8958267786152,81.60118421859403,14.995657328451683,4.994501083757978,0.8851256251581358,0.7652003232420019,0.8773132544480201,0.7743731579850978,0.8844194877555387,0.7688275425652658,2.413820501255377e-05,0.1077588447001986,10.839350770149068,0.0058372504422131,sweden,Sweden,swe
1887,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,55.50309023485784,70.69828064337216,79.85745614035088,24.354365905493033,2.902899665617097,0.835518646947329,0.4447490800818777,0.8229941528870826,0.4556014398728962,0.8294643170608561,0.4509049866517038,,,,,sweden,Sweden,swe
1887,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,67.37406131749943,75.50161094416659,82.0995367020325,14.72547538453307,5.12727833720532,0.892284836976833,0.7855429351572334,0.8844092770254051,0.7949596268508213,0.8915729880830141,0.7892665829748188,1.906841828783557e-05,0.1104039219402713,10.93457486713928,0.005994528754118,sweden,Sweden,swe
1888,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,55.3384109916368,70.37269467213115,79.3267937219731,23.988382730336305,2.933615636502918,0.831670842620537,0.4494550297766242,0.8192040274674125,0.4604222198428092,0.8256443946692167,0.4556760728198925,,,,,sweden,Sweden,swe
