year,Median,Top 10%,Top 1%,Top 0.01%,Median smoothed,Top 10% smoothed,Top 1% smoothed,Top 0.01% smoothed
1973,78.16572443854098,90.11091388323867,97.55256276637733,106.0,78.16485364722557,90.21039513115882,97.62990186745523,106.18997875327584
1974,78.24420137465472,90.31895182054664,97.73979390078092,106.26303440583379,78.20148709199437,90.21771265088323,97.57118299191727,106.07208093950044
1975,78.26549919957246,90.290725890415,97.67607369499854,106.26303440583379,78.32250799601641,90.30961156501196,97.68118917018813,106.20108492378559
1976,78.25330155893458,90.13454310662077,97.35561979124662,105.83433588583458,78.42442644292845,90.42351625888404,97.82813874430516,106.37068430509657
1977,78.68381340837932,90.69292312423875,98.08189569753723,106.64501992142574,78.52505001821132,90.51666276436521,97.91917125958875,106.45369180495234
1978,78.67531667310115,90.68043735259901,98.28731063696249,106.84799690655495,78.65816786744377,90.6306810801496,98.00917564730335,106.53008890807072
1979,78.7473192510691,90.7846843479525,98.19495647719886,106.67807190511263,78.83318965763655,90.79143160945209,98.1796838028597,106.66962346297896
1980,78.9310884457347,90.86081746933696,98.12609563357147,106.64501992142574,78.97803494641465,90.92708950222425,98.29411031464257,106.77206793603389
1981,79.12841050989852,90.9382957531332,98.2081605690285,106.53200866037574,79.17720441942154,91.0808731015484,98.36581419032919,106.77426767545724
1982,79.40803985226981,91.37121258809952,98.65402825645155,107.15724228670031,79.39417822083041,91.26986263906876,98.53595265130653,106.90651870976417
1983,79.67116403813552,91.44935534921987,98.6458300153955,106.85899560367177,79.55612216009563,91.38735635691748,98.61507673714974,106.91312910650154
1984,79.8321882581135,91.72963203555426,99.04564878208565,107.33932707664727,79.7366611986564,91.53460088514795,98.75459235447414,107.03817583176647
1985,79.74080814206081,91.44828605858058,98.5217160627875,106.67807190511263,79.89116753550717,91.64531534429146,98.82559735800578,107.05933425559314
1986,80.03110570270238,91.67451839428554,98.9057386556505,107.15724228670031,79.9830148912595,91.68882406760096,98.81630166777771,106.99393686693395
1987,80.18057153652364,91.9247848838171,99.00905327410977,107.26303440583379,80.16914546879255,91.79186188798835,98.85146667864129,106.95024782044713
1988,80.13040081689708,91.66689896576733,98.59935156425512,106.53200866037574,80.34569865864152,91.92691096469272,98.96191810171663,107.03880980826725
1989,80.76284114577884,92.24482113749124,99.22147383640358,107.12088184421323,80.49970658506956,92.04613739103789,99.01231347477574,107.03153771976986
1990,80.62357409130573,92.12353144210239,99.07397317816425,107.12088184421323,80.672153369629,92.1511165899772,99.06292575091653,107.00310720744574
1991,80.80114533484256,92.27065052601135,99.15771552094596,107.12088184421323,80.86415223731167,92.27155040701442,99.12393727455792,107.03231985639312
1992,81.04280545932075,92.4496808785137,99.26211465481374,107.12088184421323,81.04197560031464,92.42345738370224,99.25620241601798,107.17774286886144
1993,81.09039515531052,92.26906805095336,98.90440918246203,106.67807190511263,81.2530149429489,92.57090605244248,99.37654021451655,107.28257048430396
1994,81.65195796079362,93.0043560209304,99.88279954370388,107.84799690655495,81.4686412946971,92.70077234105392,99.46582577231825,107.32625953079078
1995,81.678770804477,92.86077478580351,99.67566217065719,107.64501992142574,81.6755506961936,92.83954591542481,99.56943660367659,107.40848489402326
1996,81.87927709358358,92.91998196906857,99.60414330995447,107.33932707664727,81.90828870866989,93.03021106425203,99.77451575302075,107.61366332307651
1997,82.07735246680332,93.14354875036824,99.78016881160538,107.53200866037574,82.04099824359281,93.0527028537711,99.73903598442796,107.52348636269963
1998,82.2540852176919,93.22239379508942,99.92980492918286,107.70396405037876,82.22304150911029,93.1510848632085,99.79429804579462,107.53009675943699
1999,82.31550563540829,93.11681496852574,99.70540070073993,107.39711210467054,82.39871377387358,93.23583423489552,99.84555318735744,107.55931670954158
2000,82.58898713206442,93.35268483299052,99.95197247749047,107.67807190511263,82.5441969044912,93.26651910445653,99.8177224638014,107.4770913463091
2001,82.75763841739999,93.34372882750372,99.86041901776852,107.48542682717024,82.70172882037949,93.34715272564439,99.84833444512961,107.45000745394127
2002,82.80476811989145,93.29697309817327,99.64101519382521,107.12088184421323,82.92768982227106,93.52214667542958,99.98591945345524,107.57058503300716
2003,83.04174479713332,93.62556190102868,100.08286483582395,107.56854458853968,83.10129454633777,93.63764753692138,100.0630074760264,107.60676977271899
2004,83.44531064486615,93.99178471745178,100.39332574236798,108.0,83.29485882576924,93.78625524922498,100.16955205680325,107.6814835280193
2005,83.457010752398,93.9301891404494,100.33741259034636,107.85899560367177,83.50141650536771,93.94293326086606,100.30644859490265,107.79809996925239
2006,83.72545981455728,94.08676738902179,100.39314192165277,107.85899560367177,83.70036373463418,94.04960149746742,100.37121748158161,107.82935708022315
2007,83.8375565178838,94.08036315637862,100.32549788432216,107.70396405037876,83.86585219350279,94.13363122599739,100.42295984507315,107.82935708022315
2008,84.0364809434657,94.15890308403554,100.40670926921874,107.72483014339339,84.04063430024453,94.23877476359569,100.49509887832433,107.88173432833143
2009,84.27275293920913,94.41193336010154,100.65203755982574,108.0,84.20818299294373,94.34170355637028,100.5800737069144,107.95158639375936
2010,84.33092128610673,94.45590682844093,100.69810775660223,108.12088184421323,84.35138810680427,94.41983940210874,100.62840664982699,107.98259270441797
2011,84.56320327805338,94.60141135289474,100.81801606460313,108.20825593081145,84.49889828642634,94.54089479685928,100.72926518458402,108.09023355690606
2012,84.5535820871864,94.47104238507086,100.56716259888505,107.85899560367177,84.65770743994561,94.66758844166006,100.83402681217957,108.1873189223401
2013,84.77403184157609,94.76418005778832,100.91100194300402,108.26303440583379,84.80206354911556,94.76182109773033,100.90416596929757,108.2310079688269
2014,85.06679870680549,95.04540158410546,101.17584569780342,108.48542682717024,84.92505312966364,94.850067375332,100.96769874132022,108.26877920359871
2015,85.05270183195653,94.92707010879222,101.04880354219222,108.33932707664727,85.0695802186231,94.95910380139051,101.06007676314377,108.34958696403112
2016,85.17815118079369,95.04264274090312,101.1356799247164,108.39711210467054,85.18560925227601,95.03401532568414,101.11362148922163,108.37640250379847
2017,85.27621753198376,95.01622451536346,101.02905270800277,108.26303440583379,85.34103877948722,95.14792862480445,101.22502038386975,108.47931713836442
2018,85.35417700984056,95.13873767925641,101.17872557339336,108.39711210467054,85.3647801888757,95.11491981381832,101.17513814342426,108.41145172303497
2019,85.8439463428616,95.61496807970704,101.73284017104397,109.0,85.41143744089621,95.13298908204713,101.18500269810121,108.41503662762608
2020,85.1714088788989,94.76202605386162,100.79939233996475,108.0,85.45651074386701,95.17191060427501,101.23698602813404,108.46570403489018
