scenario,year,age,survival,survival low,survival high
historical,1980,71,0.694116,0.622362,0.747865
historical,1980,72,0.667949,0.593261,0.724138
historical,1980,73,0.639718,0.56329,0.698746
historical,1980,74,0.61028,0.531842,0.671276
historical,1980,75,0.579167,0.49919,0.642028
historical,1980,76,0.546863,0.465841,0.611286
historical,1980,77,0.513124,0.431825,0.578856
historical,1980,78,0.478481,0.397391,0.5451
historical,1980,79,0.443018,0.362912,0.510023
historical,1980,80,0.407054,0.32829,0.473443
historical,1980,81,0.370853,0.294491,0.436366
historical,1980,82,0.335021,0.262059,0.398723
historical,1980,83,0.29968,0.230055,0.361229
historical,1980,84,0.265263,0.199996,0.32398
historical,1980,85,0.232179,0.17171,0.287755
historical,1980,86,0.200827,0.14525,0.252756
historical,1980,87,0.171313,0.121243,0.219154
historical,1980,88,0.144077,0.099864,0.18726
historical,1980,89,0.119014,0.080844,0.15806
historical,1980,90,0.096995,0.064332,0.131002
historical,1980,91,0.077427,0.050561,0.106615
historical,1980,92,0.060869,0.038454,0.085384
historical,1980,93,0.046883,0.028755,0.067019
historical,1980,94,0.035186,0.021114,0.051496
historical,1980,95,0.025615,0.015039,0.038678
historical,1980,96,0.01825,0.010518,0.028227
historical,1980,97,0.012816,0.007207,0.020166
historical,1980,98,0.008656,0.004675,0.014059
historical,1980,99,0.005776,0.002995,0.009565
historical,1980,100,0.003711,0.001867,0.006242
historical,1980,101,0.002287,0.001104,0.003924
historical,1980,102,0.001369,0.000643,0.002363
historical,1980,103,0.000824,0.000368,0.001398
historical,1980,104,0.000456,0.000204,0.000836
historical,1980,105,0.000244,0.000104,0.000462
historical,1980,106,0.000102,5.2e-05,0.000251
historical,1980,107,5.6e-05,2.5e-05,0.000135
historical,1980,108,2.6e-05,1.3e-05,5.5e-05
historical,1980,109,1.1e-05,5e-06,2.4e-05
historical,1980,110,1e-06,1e-06,6e-06
historical,1980,111,0.0,0.0,2e-06
historical,1980,112,0.0,0.0,2e-06
historical,1980,113,0.0,0.0,1e-06
historical,1980,114,0.0,0.0,1e-06
historical,1980,115,0.0,0.0,0.0
historical,1980,116,0.0,0.0,0.0
historical,1980,117,0.0,0.0,0.0
historical,1980,118,0.0,0.0,0.0
historical,1980,119,0.0,0.0,0.0
historical,1980,120,0.0,0.0,0.0
historical,1990,0,1.0,1.0,1.0
historical,1990,1,0.99957,0.999527,0.99958
historical,1990,2,0.999108,0.999011,0.999183
historical,1990,3,0.998645,0.99851,0.998778
historical,1990,4,0.998221,0.997994,0.998404
historical,1990,5,0.997743,0.997497,0.997971
historical,1990,6,0.997271,0.996972,0.997548
historical,1990,7,0.996801,0.996468,0.997137
historical,1990,8,0.996354,0.995998,0.996727
historical,1990,9,0.995922,0.995492,0.99632
historical,1990,10,0.99549,0.994969,0.995902
historical,1990,11,0.995078,0.994466,0.995462
historical,1990,12,0.994607,0.993962,0.995027
historical,1990,13,0.994062,0.993448,0.994602
historical,1990,14,0.993596,0.992934,0.994169
historical,1990,15,0.993139,0.992385,0.993749
historical,1990,16,0.99266,0.991828,0.993342
historical,1990,17,0.992194,0.991299,0.992902
historical,1990,18,0.991686,0.990698,0.992447
historical,1990,19,0.991218,0.990205,0.99197
historical,1990,20,0.990752,0.989633,0.991526
historical,1990,21,0.990234,0.989049,0.991068
historical,1990,22,0.989712,0.988433,0.990598
historical,1990,23,0.989217,0.987819,0.990126
historical,1990,24,0.988658,0.987143,0.989662
historical,1990,25,0.988138,0.986521,0.989208
historical,1990,26,0.987531,0.985804,0.988696
historical,1990,27,0.986958,0.98514,0.988166
historical,1990,28,0.986356,0.984418,0.987645
historical,1990,29,0.985697,0.983653,0.987133
historical,1990,30,0.985067,0.982874,0.986571
historical,1990,31,0.984391,0.982023,0.986028
historical,1990,32,0.983711,0.981175,0.985419
historical,1990,33,0.982968,0.98026,0.9848
historical,1990,34,0.982235,0.979346,0.984178
historical,1990,35,0.981421,0.978294,0.983479
historical,1990,36,0.980554,0.977192,0.982721
historical,1990,37,0.97966,0.976061,0.981945
historical,1990,38,0.978702,0.974865,0.981141
historical,1990,39,0.977627,0.973459,0.980278
historical,1990,40,0.976528,0.97207,0.979355
historical,1990,41,0.97533,0.970521,0.978341
historical,1990,42,0.973999,0.968774,0.977269
historical,1990,43,0.972521,0.966918,0.97612
historical,1990,44,0.97098,0.964905,0.974892
historical,1990,45,0.969271,0.962691,0.973561
historical,1990,46,0.967419,0.960262,0.972105
historical,1990,47,0.965354,0.957624,0.970522
historical,1990,48,0.963155,0.954581,0.968723
historical,1990,49,0.96066,0.951373,0.966717
historical,1990,50,0.957915,0.947725,0.964617
historical,1990,51,0.954882,0.94375,0.962215
historical,1990,52,0.951417,0.93925,0.959495
historical,1990,53,0.94763,0.934383,0.956422
historical,1990,54,0.943421,0.929006,0.953096
historical,1990,55,0.93876,0.92297,0.949444
historical,1990,56,0.933617,0.916323,0.945318
historical,1990,57,0.927897,0.909071,0.940646
historical,1990,58,0.921618,0.901026,0.935488
historical,1990,59,0.914672,0.891953,0.929653
historical,1990,60,0.906849,0.882125,0.923241
historical,1990,61,0.898085,0.871505,0.915969
historical,1990,62,0.888468,0.859652,0.907907
historical,1990,63,0.877852,0.846599,0.898902
historical,1990,64,0.866227,0.83248,0.88907
historical,1990,65,0.853261,0.817222,0.877903
historical,1990,66,0.839026,0.800264,0.865609
historical,1990,67,0.823319,0.781862,0.851905
historical,1990,68,0.80623,0.761975,0.836934
historical,1990,69,0.787568,0.740186,0.820362
historical,1990,70,0.767008,0.717151,0.802116
historical,1990,71,0.745249,0.692439,0.78245
historical,1990,72,0.721331,0.666119,0.760728
historical,1990,73,0.69523,0.637914,0.737585
historical,1990,74,0.667593,0.608065,0.712278
historical,1990,75,0.638394,0.576877,0.685027
historical,1990,76,0.607489,0.54444,0.65562
historical,1990,77,0.574865,0.510723,0.624552
historical,1990,78,0.540738,0.476291,0.591764
historical,1990,79,0.505848,0.440935,0.557471
historical,1990,80,0.469603,0.404982,0.52145
historical,1990,81,0.432611,0.368881,0.484167
historical,1990,82,0.395328,0.332646,0.44628
historical,1990,83,0.357897,0.297453,0.407775
historical,1990,84,0.320628,0.262973,0.36909
historical,1990,85,0.284648,0.22985,0.330814
historical,1990,86,0.249659,0.198593,0.293295
historical,1990,87,0.216094,0.169156,0.256994
historical,1990,88,0.18423,0.142052,0.222266
historical,1990,89,0.154848,0.117429,0.189698
historical,1990,90,0.128383,0.095537,0.159378
historical,1990,91,0.10431,0.076424,0.131685
historical,1990,92,0.083179,0.059778,0.106839
historical,1990,93,0.065071,0.045957,0.085035
historical,1990,94,0.050144,0.034568,0.066091
historical,1990,95,0.037604,0.025481,0.050498
historical,1990,96,0.027738,0.018212,0.037627
historical,1990,97,0.019767,0.012655,0.027441
historical,1990,98,0.01372,0.008571,0.019404
historical,1990,99,0.009187,0.005568,0.013401
historical,1990,100,0.00601,0.003582,0.008936
historical,1990,101,0.003894,0.002232,0.005819
historical,1990,102,0.002419,0.001337,0.003641
historical,1990,103,0.001443,0.000756,0.002172
historical,1990,104,0.000812,0.000395,0.001239
historical,1990,105,0.000428,0.000217,0.000721
historical,1990,106,0.000224,0.000111,0.000413
historical,1990,107,0.000109,5.9e-05,0.000195
historical,1990,108,4.6e-05,3.2e-05,9.1e-05
historical,1990,109,2.1e-05,1.1e-05,4.8e-05
historical,1990,110,1.3e-05,7e-06,2.2e-05
historical,1990,111,3e-06,3e-06,1.1e-05
historical,1990,112,3e-06,1e-06,3e-06
historical,1990,113,1e-06,1e-06,1e-06
historical,1990,114,0.0,0.0,1e-06
historical,1990,115,0.0,0.0,0.0
historical,1990,116,0.0,0.0,0.0
historical,1990,117,0.0,0.0,0.0
historical,1990,118,0.0,0.0,0.0
historical,1990,119,0.0,0.0,0.0
historical,1990,120,0.0,0.0,0.0
historical,2000,0,1.0,1.0,1.0
historical,2000,1,0.999657,0.99965,0.999679
historical,2000,2,0.99933,0.999309,0.999397
historical,2000,3,0.998971,0.998906,0.999086
historical,2000,4,0.998637,0.998531,0.998763
historical,2000,5,0.998257,0.998154,0.998471
historical,2000,6,0.997918,0.997752,0.998188
historical,2000,7,0.997558,0.997358,0.99789
historical,2000,8,0.997218,0.996919,0.997604
historical,2000,9,0.996889,0.996522,0.997301
historical,2000,10,0.996529,0.996167,0.996999
historical,2000,11,0.996199,0.995787,0.99671
historical,2000,12,0.995803,0.995415,0.996379
historical,2000,13,0.995471,0.994967,0.996071
historical,2000,14,0.995151,0.994558,0.99576
historical,2000,15,0.994787,0.994134,0.995438
historical,2000,16,0.994407,0.993703,0.995133
historical,2000,17,0.994046,0.993309,0.994839
historical,2000,18,0.993675,0.992898,0.99453
historical,2000,19,0.993326,0.992447,0.99423
historical,2000,20,0.992969,0.992029,0.993906
historical,2000,21,0.992589,0.991608,0.993589
historical,2000,22,0.992211,0.991177,0.993246
historical,2000,23,0.991825,0.990699,0.992904
historical,2000,24,0.991423,0.990249,0.992565
historical,2000,25,0.991003,0.989755,0.99219
historical,2000,26,0.990567,0.989277,0.991843
historical,2000,27,0.990152,0.988749,0.991447
historical,2000,28,0.989696,0.988205,0.991035
historical,2000,29,0.989229,0.987691,0.990656
historical,2000,30,0.988734,0.987147,0.990266
historical,2000,31,0.988263,0.986564,0.989856
historical,2000,32,0.987759,0.985965,0.989439
historical,2000,33,0.987226,0.985349,0.988997
historical,2000,34,0.986651,0.984636,0.9885
historical,2000,35,0.986063,0.983913,0.988043
historical,2000,36,0.985449,0.983134,0.98754
historical,2000,37,0.98476,0.982281,0.986989
historical,2000,38,0.984074,0.981408,0.986416
historical,2000,39,0.98328,0.980454,0.985791
historical,2000,40,0.98239,0.979438,0.985152
historical,2000,41,0.981535,0.978241,0.984418
historical,2000,42,0.98056,0.977045,0.983627
historical,2000,43,0.979547,0.975683,0.98276
historical,2000,44,0.978433,0.974158,0.981873
historical,2000,45,0.977159,0.972543,0.980837
historical,2000,46,0.975756,0.970754,0.979684
historical,2000,47,0.974237,0.968871,0.978516
historical,2000,48,0.972584,0.966744,0.977115
historical,2000,49,0.97069,0.964307,0.97559
historical,2000,50,0.968621,0.961692,0.973875
historical,2000,51,0.966221,0.958763,0.972009
historical,2000,52,0.963647,0.95553,0.969937
historical,2000,53,0.960732,0.951885,0.967598
historical,2000,54,0.957475,0.947827,0.964969
historical,2000,55,0.953867,0.943338,0.962094
historical,2000,56,0.949919,0.93842,0.958693
historical,2000,57,0.945405,0.93289,0.954983
historical,2000,58,0.940309,0.926836,0.95082
historical,2000,59,0.934702,0.919938,0.946162
historical,2000,60,0.928347,0.912283,0.940822
historical,2000,61,0.921439,0.903698,0.93504
historical,2000,62,0.913658,0.893996,0.928407
historical,2000,63,0.904966,0.883712,0.921098
historical,2000,64,0.895246,0.872026,0.912801
historical,2000,65,0.884489,0.859084,0.90341
historical,2000,66,0.872415,0.845012,0.893083
historical,2000,67,0.859152,0.829386,0.881247
historical,2000,68,0.844281,0.812101,0.867929
historical,2000,69,0.828099,0.793545,0.853428
historical,2000,70,0.810151,0.773307,0.837383
historical,2000,71,0.790462,0.751113,0.819613
historical,2000,72,0.769059,0.727328,0.800295
historical,2000,73,0.74562,0.701881,0.779049
historical,2000,74,0.720549,0.674581,0.755724
historical,2000,75,0.693379,0.645379,0.730457
historical,2000,76,0.664684,0.614348,0.70303
historical,2000,77,0.634128,0.581681,0.673692
historical,2000,78,0.601755,0.547744,0.642178
historical,2000,79,0.567213,0.512391,0.609019
historical,2000,80,0.531352,0.476039,0.574204
historical,2000,81,0.493879,0.439049,0.537541
historical,2000,82,0.455638,0.401601,0.499872
historical,2000,83,0.416994,0.363765,0.460849
historical,2000,84,0.378296,0.326602,0.421284
historical,2000,85,0.339671,0.289731,0.381441
historical,2000,86,0.301541,0.254355,0.341732
historical,2000,87,0.26458,0.220166,0.302239
historical,2000,88,0.228958,0.187848,0.264433
historical,2000,89,0.195298,0.158282,0.228226
historical,2000,90,0.164325,0.131211,0.193827
historical,2000,91,0.136142,0.106946,0.162294
historical,2000,92,0.110663,0.08547,0.13339
historical,2000,93,0.088133,0.06709,0.107811
historical,2000,94,0.069046,0.05134,0.085494
historical,2000,95,0.053007,0.038446,0.066424
historical,2000,96,0.039643,0.028303,0.050555
historical,2000,97,0.029134,0.020235,0.037391
historical,2000,98,0.020771,0.013967,0.027008
historical,2000,99,0.01433,0.009431,0.018821
historical,2000,100,0.009603,0.006227,0.012641
historical,2000,101,0.006105,0.004017,0.008281
historical,2000,102,0.003788,0.002476,0.005231
historical,2000,103,0.002239,0.001481,0.003207
historical,2000,104,0.001288,0.000851,0.001901
historical,2000,105,0.00072,0.000439,0.001069
historical,2000,106,0.000385,0.000224,0.000603
historical,2000,107,0.000215,0.000113,0.000307
historical,2000,108,0.000112,4.8e-05,0.000149
historical,2000,109,5e-05,2.4e-05,6.9e-05
historical,2000,110,2.4e-05,1e-05,3.3e-05
historical,2000,111,1.1e-05,6e-06,1.3e-05
historical,2000,112,7e-06,2e-06,7e-06
historical,2000,113,2e-06,1e-06,4e-06
historical,2000,114,2e-06,1e-06,2e-06
historical,2000,115,1e-06,0.0,1e-06
historical,2000,116,0.0,0.0,0.0
historical,2000,117,0.0,0.0,0.0
historical,2000,118,0.0,0.0,0.0
historical,2000,119,0.0,0.0,0.0
historical,2000,120,0.0,0.0,0.0
historical,2010,0,1.0,1.0,1.0
historical,2010,1,0.999645,0.999635,0.999676
historical,2010,2,0.999279,0.99921,0.999361
historical,2010,3,0.998943,0.998871,0.999072
historical,2010,4,0.998608,0.998491,0.998726
historical,2010,5,0.998253,0.998095,0.998366
historical,2010,6,0.997922,0.997705,0.998039
historical,2010,7,0.997552,0.997321,0.997739
historical,2010,8,0.997183,0.996968,0.997409
historical,2010,9,0.99685,0.99659,0.997118
historical,2010,10,0.996491,0.996229,0.996784
historical,2010,11,0.996154,0.995851,0.996453
historical,2010,12,0.995778,0.995468,0.996146
historical,2010,13,0.995419,0.995075,0.995812
historical,2010,14,0.995024,0.994685,0.995508
historical,2010,15,0.994696,0.994275,0.995159
historical,2010,16,0.994313,0.99386,0.994875
historical,2010,17,0.993922,0.993436,0.994529
historical,2010,18,0.993554,0.992987,0.994209
historical,2010,19,0.993171,0.992551,0.993857
historical,2010,20,0.992826,0.992086,0.993532
historical,2010,21,0.992419,0.991663,0.993208
historical,2010,22,0.992067,0.99124,0.992886
historical,2010,23,0.991691,0.990811,0.992581
historical,2010,24,0.991309,0.99038,0.992251
historical,2010,25,0.990925,0.989926,0.991904
historical,2010,26,0.990546,0.989478,0.991565
historical,2010,27,0.990173,0.988988,0.99125
historical,2010,28,0.989762,0.988484,0.990862
historical,2010,29,0.989338,0.987971,0.990502
historical,2010,30,0.988929,0.987425,0.99013
historical,2010,31,0.988518,0.986899,0.989768
historical,2010,32,0.98808,0.986298,0.989369
historical,2010,33,0.987624,0.985703,0.988949
historical,2010,34,0.987146,0.985122,0.988518
historical,2010,35,0.986578,0.984498,0.98809
historical,2010,36,0.986041,0.983793,0.987608
historical,2010,37,0.985496,0.983083,0.987128
historical,2010,38,0.984946,0.982323,0.986592
historical,2010,39,0.984355,0.9815,0.986051
historical,2010,40,0.983703,0.980664,0.985511
historical,2010,41,0.983006,0.97968,0.984888
historical,2010,42,0.982286,0.978605,0.984256
historical,2010,43,0.981536,0.977503,0.983551
historical,2010,44,0.980713,0.976249,0.982796
historical,2010,45,0.979765,0.974893,0.981995
historical,2010,46,0.978738,0.9735,0.98113
historical,2010,47,0.977628,0.971798,0.98014
historical,2010,48,0.976386,0.97009,0.979024
historical,2010,49,0.975073,0.968046,0.977784
historical,2010,50,0.973552,0.965838,0.976414
historical,2010,51,0.971831,0.963463,0.974934
historical,2010,52,0.969973,0.960793,0.973333
historical,2010,53,0.967798,0.957769,0.971483
historical,2010,54,0.965447,0.954279,0.969389
historical,2010,55,0.962856,0.950646,0.967
historical,2010,56,0.959845,0.946419,0.964373
historical,2010,57,0.956632,0.941854,0.961544
historical,2010,58,0.952998,0.936734,0.958303
historical,2010,59,0.948835,0.930879,0.954699
historical,2010,60,0.944264,0.924299,0.950523
historical,2010,61,0.939002,0.91717,0.945678
historical,2010,62,0.933202,0.909049,0.940246
historical,2010,63,0.926384,0.899931,0.934131
historical,2010,64,0.919012,0.890112,0.92735
historical,2010,65,0.910716,0.87886,0.919708
historical,2010,66,0.901171,0.866411,0.911041
historical,2010,67,0.890712,0.852849,0.901497
historical,2010,68,0.878872,0.837931,0.890697
historical,2010,69,0.865819,0.821149,0.878551
historical,2010,70,0.851267,0.802794,0.864692
historical,2010,71,0.835147,0.78295,0.849495
historical,2010,72,0.81708,0.760995,0.832843
historical,2010,73,0.79746,0.737463,0.814238
historical,2010,74,0.776064,0.711948,0.793788
historical,2010,75,0.752584,0.684655,0.771254
historical,2010,76,0.726827,0.655093,0.746709
historical,2010,77,0.699071,0.624191,0.720083
historical,2010,78,0.66906,0.591236,0.691212
historical,2010,79,0.637056,0.556767,0.660196
historical,2010,80,0.60318,0.521041,0.62715
historical,2010,81,0.567604,0.484347,0.591891
historical,2010,82,0.530231,0.446043,0.555001
historical,2010,83,0.491457,0.407374,0.516676
historical,2010,84,0.451509,0.3684,0.477087
historical,2010,85,0.411438,0.330066,0.436333
historical,2010,86,0.370879,0.292545,0.395267
historical,2010,87,0.33051,0.25579,0.354535
historical,2010,88,0.291275,0.221018,0.314162
historical,2010,89,0.25321,0.188584,0.274793
historical,2010,90,0.216905,0.15855,0.236891
historical,2010,91,0.182929,0.13091,0.20136
historical,2010,92,0.151903,0.106319,0.16824
historical,2010,93,0.123863,0.084501,0.137802
historical,2010,94,0.098927,0.066033,0.11096
historical,2010,95,0.077418,0.050399,0.0875
historical,2010,96,0.059348,0.037345,0.067607
historical,2010,97,0.044279,0.027105,0.050679
historical,2010,98,0.032143,0.019324,0.037226
historical,2010,99,0.022833,0.01326,0.026547
historical,2010,100,0.015821,0.008897,0.018328
historical,2010,101,0.010601,0.005648,0.012381
historical,2010,102,0.006831,0.003536,0.007964
historical,2010,103,0.004159,0.0021,0.005025
historical,2010,104,0.002515,0.001243,0.003025
historical,2010,105,0.001454,0.000704,0.001806
historical,2010,106,0.000779,0.000367,0.001006
historical,2010,107,0.0004,0.000195,0.000532
historical,2010,108,0.000215,8.5e-05,0.000267
historical,2010,109,0.000111,4e-05,0.00013
historical,2010,110,5.4e-05,1.8e-05,6e-05
historical,2010,111,2.8e-05,7e-06,3e-05
historical,2010,112,1.4e-05,2e-06,1.4e-05
historical,2010,113,4e-06,1e-06,4e-06
historical,2010,114,2e-06,0.0,2e-06
historical,2010,115,1e-06,0.0,1e-06
historical,2010,116,0.0,0.0,0.0
historical,2010,117,0.0,0.0,0.0
historical,2010,118,0.0,0.0,0.0
historical,2010,119,0.0,0.0,0.0
historical,2010,120,0.0,0.0,0.0
historical,2020,0,1.0,1.0,1.0
historical,2020,1,0.999617,0.999601,0.999658
historical,2020,2,0.999252,0.999193,0.999273
historical,2020,3,0.998866,0.998785,0.998967
historical,2020,4,0.998457,0.998379,0.998626
historical,2020,5,0.998114,0.997955,0.99828
historical,2020,6,0.997734,0.997564,0.997913
historical,2020,7,0.99733,0.997144,0.997543
historical,2020,8,0.996916,0.996718,0.99722
historical,2020,9,0.996549,0.996298,0.996852
historical,2020,10,0.996176,0.995872,0.996464
historical,2020,11,0.99578,0.995456,0.996071
historical,2020,12,0.995388,0.995042,0.995719
historical,2020,13,0.995021,0.994643,0.995347
historical,2020,14,0.994631,0.994243,0.995015
historical,2020,15,0.994266,0.993834,0.994643
historical,2020,16,0.993908,0.993389,0.994272
historical,2020,17,0.993524,0.992959,0.993907
historical,2020,18,0.99314,0.992588,0.993553
historical,2020,19,0.992751,0.992154,0.993173
historical,2020,20,0.992357,0.991751,0.99279
historical,2020,21,0.991933,0.991331,0.99241
historical,2020,22,0.991523,0.990939,0.992041
historical,2020,23,0.991155,0.990522,0.991654
historical,2020,24,0.990741,0.990113,0.991296
historical,2020,25,0.990341,0.989625,0.990937
historical,2020,26,0.989902,0.989171,0.990545
historical,2020,27,0.989491,0.988713,0.990152
historical,2020,28,0.989051,0.988249,0.989781
historical,2020,29,0.988626,0.987823,0.98938
historical,2020,30,0.988195,0.987378,0.988967
historical,2020,31,0.987776,0.986873,0.988555
historical,2020,32,0.987376,0.986428,0.988139
historical,2020,33,0.986877,0.985916,0.987687
historical,2020,34,0.986392,0.985385,0.987212
historical,2020,35,0.985947,0.984885,0.986746
historical,2020,36,0.98543,0.984368,0.986285
historical,2020,37,0.984919,0.983844,0.98579
historical,2020,38,0.984384,0.983305,0.985295
historical,2020,39,0.983868,0.982741,0.98479
historical,2020,40,0.983265,0.982122,0.984294
historical,2020,41,0.982583,0.981463,0.983749
historical,2020,42,0.981923,0.980724,0.98313
historical,2020,43,0.981236,0.979938,0.982535
historical,2020,44,0.98049,0.979126,0.981858
historical,2020,45,0.979733,0.978269,0.981087
historical,2020,46,0.978834,0.977319,0.980329
historical,2020,47,0.977895,0.976292,0.979491
historical,2020,48,0.976853,0.975171,0.978523
historical,2020,49,0.975707,0.973943,0.97749
historical,2020,50,0.974465,0.972614,0.97634
historical,2020,51,0.973182,0.971176,0.975162
historical,2020,52,0.971667,0.969566,0.973844
historical,2020,53,0.970042,0.967733,0.972257
historical,2020,54,0.96814,0.965761,0.970516
historical,2020,55,0.96607,0.963485,0.968687
historical,2020,56,0.963707,0.960939,0.966529
historical,2020,57,0.960985,0.958129,0.96408
historical,2020,58,0.958116,0.954912,0.961341
historical,2020,59,0.95481,0.951182,0.958268
historical,2020,60,0.950982,0.947125,0.954779
historical,2020,61,0.946717,0.942609,0.950799
historical,2020,62,0.94194,0.937442,0.946336
historical,2020,63,0.936592,0.931888,0.941295
historical,2020,64,0.930615,0.925255,0.935561
historical,2020,65,0.923683,0.917928,0.929121
historical,2020,66,0.915982,0.909725,0.921782
historical,2020,67,0.907203,0.900242,0.913481
historical,2020,68,0.897359,0.889931,0.904065
historical,2020,69,0.8862,0.878109,0.893649
historical,2020,70,0.873727,0.864653,0.881902
historical,2020,71,0.859945,0.84989,0.868712
historical,2020,72,0.844473,0.833707,0.853968
historical,2020,73,0.827318,0.815761,0.837229
historical,2020,74,0.808149,0.795692,0.818687
historical,2020,75,0.786994,0.773725,0.798479
historical,2020,76,0.764065,0.749824,0.775956
historical,2020,77,0.739082,0.723901,0.751371
historical,2020,78,0.711799,0.695678,0.72461
historical,2020,79,0.682258,0.665219,0.695851
historical,2020,80,0.650551,0.632746,0.664145
historical,2020,81,0.616774,0.59814,0.630773
historical,2020,82,0.580356,0.561602,0.594944
historical,2020,83,0.542947,0.523356,0.557528
historical,2020,84,0.503763,0.4842,0.518364
historical,2020,85,0.463158,0.443917,0.477748
historical,2020,86,0.421915,0.403139,0.43624
historical,2020,87,0.380433,0.361938,0.394275
historical,2020,88,0.338755,0.321241,0.352434
historical,2020,89,0.298035,0.280951,0.311368
historical,2020,90,0.258678,0.242689,0.271433
historical,2020,91,0.221398,0.206451,0.23306
historical,2020,92,0.186517,0.172868,0.196998
historical,2020,93,0.154563,0.142399,0.163734
historical,2020,94,0.125529,0.11503,0.133711
historical,2020,95,0.099791,0.091187,0.106607
historical,2020,96,0.07753,0.070629,0.083406
historical,2020,97,0.058919,0.053316,0.063719
historical,2020,98,0.043596,0.039164,0.047475
historical,2020,99,0.031406,0.028028,0.034488
historical,2020,100,0.022044,0.019454,0.024345
historical,2020,101,0.015046,0.01325,0.016786
historical,2020,102,0.009932,0.008619,0.011255
historical,2020,103,0.006347,0.005389,0.00718
historical,2020,104,0.003898,0.003279,0.004424
historical,2020,105,0.002268,0.001953,0.002585
historical,2020,106,0.001305,0.001103,0.001467
historical,2020,107,0.000716,0.000588,0.000795
historical,2020,108,0.000364,0.000303,0.000423
historical,2020,109,0.000176,0.000146,0.000209
historical,2020,110,8.9e-05,6.5e-05,9.6e-05
historical,2020,111,3.5e-05,3.1e-05,4.5e-05
historical,2020,112,1.7e-05,1.3e-05,2e-05
historical,2020,113,4e-06,4e-06,6e-06
historical,2020,114,2e-06,0.0,2e-06
historical,2020,115,1e-06,0.0,2e-06
historical,2020,116,0.0,0.0,0.0
historical,2020,117,0.0,0.0,0.0
historical,2020,118,0.0,0.0,0.0
historical,2020,119,0.0,0.0,0.0
historical,2020,120,0.0,0.0,0.0
linear,2020,0,1.0,1.0,1.0
linear,2020,1,0.999633,0.999625,0.999636
linear,2020,2,0.999279,0.999222,0.999306
linear,2020,3,0.998875,0.99883,0.99893
linear,2020,4,0.998493,0.998469,0.998577
linear,2020,5,0.998071,0.99803,0.998219
linear,2020,6,0.997689,0.99767,0.997835
linear,2020,7,0.997309,0.997254,0.997458
linear,2020,8,0.996945,0.996832,0.997099
linear,2020,9,0.996581,0.996401,0.99679
linear,2020,10,0.996165,0.996003,0.996396
linear,2020,11,0.995779,0.995609,0.996026
linear,2020,12,0.995383,0.995197,0.99567
linear,2020,13,0.994965,0.994793,0.995294
linear,2020,14,0.994575,0.9944,0.994907
linear,2020,15,0.994198,0.993983,0.994503
linear,2020,16,0.993816,0.993586,0.994122
linear,2020,17,0.993453,0.993167,0.993787
linear,2020,18,0.993034,0.992759,0.993367
linear,2020,19,0.992608,0.992355,0.993019
linear,2020,20,0.992223,0.991918,0.992645
linear,2020,21,0.991844,0.991518,0.992299
linear,2020,22,0.991441,0.99107,0.991924
linear,2020,23,0.991049,0.990635,0.991521
linear,2020,24,0.990681,0.99024,0.991152
linear,2020,25,0.99027,0.989784,0.990745
linear,2020,26,0.989855,0.989318,0.990354
linear,2020,27,0.989429,0.988929,0.989978
linear,2020,28,0.989063,0.988494,0.9896
linear,2020,29,0.98867,0.988051,0.989192
linear,2020,30,0.988266,0.987538,0.988799
linear,2020,31,0.987841,0.987072,0.988397
linear,2020,32,0.987405,0.986588,0.988003
linear,2020,33,0.986947,0.986076,0.987581
linear,2020,34,0.986448,0.985588,0.987168
linear,2020,35,0.985971,0.985053,0.986738
linear,2020,36,0.985481,0.984513,0.986277
linear,2020,37,0.984997,0.983932,0.985825
linear,2020,38,0.984465,0.983335,0.985327
linear,2020,39,0.983897,0.982736,0.984846
linear,2020,40,0.98331,0.982063,0.984301
linear,2020,41,0.982648,0.981424,0.9837
linear,2020,42,0.982031,0.980688,0.983134
linear,2020,43,0.981323,0.97994,0.982451
linear,2020,44,0.980605,0.979144,0.981763
linear,2020,45,0.979765,0.978235,0.981024
linear,2020,46,0.978892,0.977331,0.9802
linear,2020,47,0.977992,0.976331,0.979306
linear,2020,48,0.976992,0.975178,0.978362
linear,2020,49,0.975954,0.973858,0.97731
linear,2020,50,0.974695,0.972509,0.976146
linear,2020,51,0.973325,0.971032,0.97492
linear,2020,52,0.971884,0.969388,0.973547
linear,2020,53,0.970227,0.96753,0.972031
linear,2020,54,0.968312,0.965551,0.970239
linear,2020,55,0.966135,0.963287,0.968346
linear,2020,56,0.96371,0.960782,0.966128
linear,2020,57,0.961149,0.957864,0.963663
linear,2020,58,0.958227,0.954683,0.960821
linear,2020,59,0.954877,0.95104,0.95767
linear,2020,60,0.951188,0.946964,0.954115
linear,2020,61,0.946987,0.942434,0.950175
linear,2020,62,0.942275,0.937222,0.945693
linear,2020,63,0.936751,0.93149,0.940685
linear,2020,64,0.930689,0.92492,0.934997
linear,2020,65,0.923786,0.917528,0.928434
linear,2020,66,0.916005,0.909056,0.921078
linear,2020,67,0.90725,0.899565,0.912723
linear,2020,68,0.897449,0.889102,0.903421
linear,2020,69,0.88639,0.877202,0.892922
linear,2020,70,0.873979,0.864097,0.881126
linear,2020,71,0.860038,0.849447,0.868065
linear,2020,72,0.844495,0.833003,0.853298
linear,2020,73,0.82737,0.814868,0.836698
linear,2020,74,0.808513,0.795026,0.818399
