scenario,year,age,survival,survival low,survival high
exponential,2060,92,0.387371,0.354477,0.387576
exponential,2060,93,0.340084,0.309015,0.340705
exponential,2060,94,0.294194,0.265054,0.294838
exponential,2060,95,0.250228,0.223258,0.250771
exponential,2060,96,0.20902,0.184727,0.209452
exponential,2060,97,0.170983,0.149243,0.171378
exponential,2060,98,0.136881,0.118367,0.137488
exponential,2060,99,0.106818,0.091708,0.107385
exponential,2060,100,0.081102,0.068969,0.081711
exponential,2060,101,0.060043,0.050539,0.060553
exponential,2060,102,0.043089,0.035664,0.043512
exponential,2060,103,0.029913,0.024468,0.030159
exponential,2060,104,0.020137,0.016169,0.020158
exponential,2060,105,0.01316,0.01034,0.01316
exponential,2060,106,0.008275,0.006386,0.008275
exponential,2060,107,0.004926,0.003776,0.004926
exponential,2060,108,0.002866,0.002137,0.002866
exponential,2060,109,0.001512,0.001162,0.001525
exponential,2060,110,0.000766,0.000595,0.000796
exponential,2060,111,0.000372,0.000289,0.000416
exponential,2060,112,0.000187,0.00014,0.000188
exponential,2060,113,7.7e-05,6e-05,7.9e-05
exponential,2060,114,3.4e-05,1.8e-05,3.8e-05
exponential,2060,115,1.7e-05,6e-06,1.7e-05
exponential,2060,116,5e-06,0.0,5e-06
exponential,2060,117,1e-06,0.0,2e-06
exponential,2060,118,1e-06,0.0,1e-06
exponential,2060,119,0.0,0.0,0.0
exponential,2060,120,0.0,0.0,0.0
exponential,2070,0,1.0,1.0,1.0
exponential,2070,1,0.99972,0.99972,0.999737
exponential,2070,2,0.999465,0.999445,0.999474
exponential,2070,3,0.999209,0.999143,0.999212
exponential,2070,4,0.998952,0.998864,0.998965
exponential,2070,5,0.998703,0.998608,0.998703
exponential,2070,6,0.998426,0.998323,0.998426
exponential,2070,7,0.998142,0.998051,0.998149
exponential,2070,8,0.997857,0.997757,0.997895
exponential,2070,9,0.997565,0.997455,0.997639
exponential,2070,10,0.997286,0.997175,0.997376
exponential,2070,11,0.997039,0.996857,0.997105
exponential,2070,12,0.99678,0.996563,0.996824
exponential,2070,13,0.996524,0.996261,0.996562
exponential,2070,14,0.996243,0.995987,0.996309
exponential,2070,15,0.995977,0.995714,0.996055
exponential,2070,16,0.995698,0.99541,0.995765
exponential,2070,17,0.995408,0.995117,0.995515
exponential,2070,18,0.995117,0.994826,0.995246
exponential,2070,19,0.994825,0.994526,0.994984
exponential,2070,20,0.994562,0.994279,0.994725
exponential,2070,21,0.994272,0.994003,0.994467
exponential,2070,22,0.99396,0.993714,0.994209
exponential,2070,23,0.993674,0.993416,0.993947
exponential,2070,24,0.993418,0.993128,0.993692
exponential,2070,25,0.993161,0.992821,0.993468
exponential,2070,26,0.99289,0.992524,0.993196
exponential,2070,27,0.992619,0.992248,0.992948
exponential,2070,28,0.992322,0.991935,0.9927
exponential,2070,29,0.99202,0.991638,0.992462
exponential,2070,30,0.99174,0.991353,0.992191
exponential,2070,31,0.991452,0.991092,0.991913
exponential,2070,32,0.991173,0.990763,0.991627
exponential,2070,33,0.990902,0.990459,0.991368
exponential,2070,34,0.990628,0.99019,0.991097
exponential,2070,35,0.990323,0.989877,0.990837
exponential,2070,36,0.990044,0.989555,0.990558
exponential,2070,37,0.989777,0.989252,0.990327
exponential,2070,38,0.989468,0.988952,0.990044
exponential,2070,39,0.989191,0.988621,0.989755
exponential,2070,40,0.98886,0.988293,0.989471
exponential,2070,41,0.988589,0.987976,0.989177
exponential,2070,42,0.988293,0.987637,0.988866
exponential,2070,43,0.987986,0.987283,0.988567
exponential,2070,44,0.987685,0.986946,0.988247
exponential,2070,45,0.987348,0.986582,0.987921
exponential,2070,46,0.986995,0.986223,0.987622
exponential,2070,47,0.986646,0.985853,0.987284
exponential,2070,48,0.986279,0.985463,0.986975
exponential,2070,49,0.985907,0.985088,0.986619
exponential,2070,50,0.985534,0.984624,0.986248
exponential,2070,51,0.985147,0.984133,0.985838
exponential,2070,52,0.984713,0.983624,0.98542
exponential,2070,53,0.984243,0.983053,0.984945
exponential,2070,54,0.983755,0.982432,0.984466
exponential,2070,55,0.983189,0.981783,0.983926
exponential,2070,56,0.982614,0.981021,0.983355
exponential,2070,57,0.981949,0.980233,0.982719
exponential,2070,58,0.981215,0.979373,0.982016
exponential,2070,59,0.980403,0.978365,0.981197
exponential,2070,60,0.979493,0.977164,0.980272
exponential,2070,61,0.978475,0.975909,0.979209
exponential,2070,62,0.977234,0.974434,0.978039
exponential,2070,63,0.975834,0.972784,0.976702
exponential,2070,64,0.974234,0.970876,0.975133
exponential,2070,65,0.972413,0.968651,0.973332
exponential,2070,66,0.970307,0.966044,0.971317
exponential,2070,67,0.967955,0.963018,0.968879
exponential,2070,68,0.965104,0.959562,0.96606
exponential,2070,69,0.961807,0.955564,0.962804
exponential,2070,70,0.957975,0.951009,0.958952
exponential,2070,71,0.953576,0.94571,0.954595
exponential,2070,72,0.948303,0.939467,0.949335
exponential,2070,73,0.942238,0.932038,0.943081
exponential,2070,74,0.935063,0.923588,0.935619
exponential,2070,75,0.926749,0.913799,0.927251
exponential,2070,76,0.917135,0.902542,0.917489
exponential,2070,77,0.905924,0.889627,0.906307
exponential,2070,78,0.892853,0.874936,0.893472
exponential,2070,79,0.878258,0.858005,0.878457
exponential,2070,80,0.861205,0.838901,0.861428
exponential,2070,81,0.841951,0.817327,0.841951
exponential,2070,82,0.820015,0.793207,0.820015
exponential,2070,83,0.795412,0.766202,0.795412
exponential,2070,84,0.767839,0.736507,0.767839
exponential,2070,85,0.737227,0.703415,0.737227
exponential,2070,86,0.702946,0.667494,0.703247
exponential,2070,87,0.666488,0.628522,0.666488
exponential,2070,88,0.626785,0.587005,0.626785
exponential,2070,89,0.584246,0.542654,0.584246
exponential,2070,90,0.539099,0.496965,0.539099
exponential,2070,91,0.492189,0.449856,0.492189
exponential,2070,92,0.443834,0.402067,0.443834
exponential,2070,93,0.39483,0.354163,0.39483
exponential,2070,94,0.345923,0.307066,0.346121
exponential,2070,95,0.298544,0.261993,0.298544
exponential,2070,96,0.252979,0.219756,0.252979
exponential,2070,97,0.210111,0.180138,0.210111
exponential,2070,98,0.170808,0.144929,0.170894
exponential,2070,99,0.135763,0.113871,0.135898
exponential,2070,100,0.104984,0.087003,0.105413
exponential,2070,101,0.079055,0.0647,0.079621
exponential,2070,102,0.05807,0.046713,0.058389
exponential,2070,103,0.041468,0.032786,0.041562
exponential,2070,104,0.028434,0.0221,0.028434
exponential,2070,105,0.018735,0.014521,0.018735
exponential,2070,106,0.011968,0.009105,0.011994
exponential,2070,107,0.007296,0.00546,0.007391
exponential,2070,108,0.004278,0.003114,0.004328
exponential,2070,109,0.002387,0.001724,0.002387
exponential,2070,110,0.001264,0.000941,0.001314
exponential,2070,111,0.000624,0.000475,0.000653
exponential,2070,112,0.000275,0.000237,0.000287
exponential,2070,113,0.000123,0.000114,0.000123
exponential,2070,114,5.3e-05,4.8e-05,5.3e-05
exponential,2070,115,2.1e-05,1.7e-05,2.1e-05
exponential,2070,116,5e-06,3e-06,8e-06
exponential,2070,117,2e-06,1e-06,2e-06
exponential,2070,118,0.0,0.0,1e-06
exponential,2070,119,0.0,0.0,0.0
exponential,2070,120,0.0,0.0,0.0
exponential,2080,0,1.0,1.0,1.0
exponential,2080,1,0.999738,0.999738,0.99975
exponential,2080,2,0.999515,0.99945,0.999515
exponential,2080,3,0.999232,0.999187,0.999251
exponential,2080,4,0.998984,0.998922,0.999014
exponential,2080,5,0.99871,0.99866,0.998781
exponential,2080,6,0.998445,0.998422,0.998532
exponential,2080,7,0.99818,0.99812,0.998296
exponential,2080,8,0.997938,0.997854,0.998052
exponential,2080,9,0.997682,0.997573,0.997829
exponential,2080,10,0.997447,0.9973,0.99759
exponential,2080,11,0.997183,0.997031,0.997343
exponential,2080,12,0.996924,0.996762,0.997119
exponential,2080,13,0.996663,0.996474,0.996885
exponential,2080,14,0.996421,0.996182,0.996631
exponential,2080,15,0.996135,0.995914,0.996373
exponential,2080,16,0.9959,0.995636,0.996137
exponential,2080,17,0.995631,0.995382,0.9959
exponential,2080,18,0.995362,0.995125,0.995672
exponential,2080,19,0.995118,0.994846,0.995437
exponential,2080,20,0.994873,0.994603,0.995183
exponential,2080,21,0.994617,0.994342,0.994954
exponential,2080,22,0.994354,0.994092,0.994734
exponential,2080,23,0.994052,0.993806,0.994501
exponential,2080,24,0.993771,0.993515,0.994265
exponential,2080,25,0.993511,0.993224,0.994023
exponential,2080,26,0.993278,0.992959,0.993789
exponential,2080,27,0.993027,0.992677,0.993548
exponential,2080,28,0.992727,0.992389,0.993309
exponential,2080,29,0.992463,0.992114,0.993041
exponential,2080,30,0.992213,0.99182,0.992781
exponential,2080,31,0.991954,0.991546,0.992519
exponential,2080,32,0.991714,0.991275,0.992248
exponential,2080,33,0.99146,0.991002,0.992039
exponential,2080,34,0.9912,0.990734,0.991798
exponential,2080,35,0.990931,0.990439,0.99155
exponential,2080,36,0.990637,0.990169,0.991266
exponential,2080,37,0.990364,0.989889,0.991026
exponential,2080,38,0.990085,0.989596,0.99077
exponential,2080,39,0.989822,0.989309,0.99054
exponential,2080,40,0.989575,0.989033,0.990288
exponential,2080,41,0.989324,0.988715,0.990034
exponential,2080,42,0.989051,0.988402,0.989793
exponential,2080,43,0.988755,0.988114,0.989499
exponential,2080,44,0.988495,0.987803,0.989273
exponential,2080,45,0.988205,0.987491,0.988969
exponential,2080,46,0.987938,0.987178,0.988668
exponential,2080,47,0.987635,0.986837,0.988392
exponential,2080,48,0.987338,0.986502,0.988094
exponential,2080,49,0.987002,0.986124,0.987777
exponential,2080,50,0.986655,0.985722,0.987457
exponential,2080,51,0.986313,0.985297,0.987108
exponential,2080,52,0.985924,0.984885,0.986741
exponential,2080,53,0.985527,0.98442,0.986372
exponential,2080,54,0.985131,0.983915,0.985977
exponential,2080,55,0.984695,0.983342,0.985534
exponential,2080,56,0.984249,0.982753,0.98508
exponential,2080,57,0.983751,0.982101,0.98456
exponential,2080,58,0.983179,0.981369,0.984015
exponential,2080,59,0.982562,0.980573,0.983372
exponential,2080,60,0.981868,0.979676,0.982661
exponential,2080,61,0.981051,0.978635,0.981871
exponential,2080,62,0.980121,0.977418,0.981014
exponential,2080,63,0.979066,0.976081,0.980019
exponential,2080,64,0.977941,0.97452,0.978889
exponential,2080,65,0.976542,0.972696,0.977577
exponential,2080,66,0.974996,0.970625,0.976054
exponential,2080,67,0.973186,0.968278,0.974271
exponential,2080,68,0.971083,0.965493,0.972107
exponential,2080,69,0.968539,0.96224,0.969629
exponential,2080,70,0.965627,0.958425,0.966687
exponential,2080,71,0.962122,0.953895,0.963244
exponential,2080,72,0.95795,0.948548,0.959201
exponential,2080,73,0.953313,0.942604,0.954441
exponential,2080,74,0.947772,0.93544,0.948901
exponential,2080,75,0.940988,0.927193,0.942268
exponential,2080,76,0.933072,0.917646,0.934593
exponential,2080,77,0.923946,0.906598,0.925441
exponential,2080,78,0.913421,0.893929,0.914754
exponential,2080,79,0.901293,0.879305,0.90259
exponential,2080,80,0.887174,0.862533,0.888468
exponential,2080,81,0.870698,0.843278,0.872249
exponential,2080,82,0.851876,0.821361,0.853526
exponential,2080,83,0.830315,0.796742,0.831854
exponential,2080,84,0.806033,0.769066,0.807755
exponential,2080,85,0.778755,0.738544,0.78027
exponential,2080,86,0.748428,0.704913,0.749734
exponential,2080,87,0.714435,0.668173,0.715754
exponential,2080,88,0.676974,0.628342,0.678808
exponential,2080,89,0.636507,0.585663,0.638611
exponential,2080,90,0.592472,0.540888,0.595021
exponential,2080,91,0.546545,0.493929,0.548716
exponential,2080,92,0.498321,0.445752,0.500682
exponential,2080,93,0.448581,0.396745,0.451022
exponential,2080,94,0.398358,0.348192,0.40038
exponential,2080,95,0.348274,0.300597,0.3498
exponential,2080,96,0.298988,0.25475,0.300757
exponential,2080,97,0.252111,0.212226,0.253805
exponential,2080,98,0.208197,0.17268,0.209588
exponential,2080,99,0.168432,0.137372,0.169531
exponential,2080,100,0.132931,0.106562,0.133575
exponential,2080,101,0.102218,0.080631,0.102693
exponential,2080,102,0.076455,0.059224,0.076555
exponential,2080,103,0.055614,0.042185,0.055614
exponential,2080,104,0.038815,0.028972,0.038868
exponential,2080,105,0.026224,0.019191,0.026329
exponential,2080,106,0.017072,0.012228,0.017271
exponential,2080,107,0.010709,0.007518,0.010882
exponential,2080,108,0.006449,0.004411,0.006531
exponential,2080,109,0.003713,0.002483,0.00372
exponential,2080,110,0.002017,0.001369,0.002057
exponential,2080,111,0.001019,0.000688,0.001095
exponential,2080,112,0.00052,0.000335,0.000561
exponential,2080,113,0.000239,0.00018,0.000267
exponential,2080,114,0.000105,8.5e-05,0.000114
exponential,2080,115,3.9e-05,3.6e-05,4.6e-05
exponential,2080,116,1.6e-05,1.6e-05,1.6e-05
exponential,2080,117,7e-06,2e-06,8e-06
exponential,2080,118,1e-06,1e-06,2e-06
exponential,2080,119,0.0,0.0,1e-06
exponential,2080,120,0.0,0.0,0.0
exponential,2090,0,1.0,1.0,1.0
exponential,2090,1,0.99976,0.999759,0.99976
exponential,2090,2,0.999521,0.999515,0.999521
exponential,2090,3,0.999279,0.999264,0.999279
exponential,2090,4,0.999034,0.999034,0.999048
exponential,2090,5,0.998775,0.998775,0.998813
exponential,2090,6,0.998521,0.998521,0.998573
exponential,2090,7,0.998288,0.998269,0.998344
exponential,2090,8,0.998061,0.998021,0.998104
exponential,2090,9,0.997822,0.997755,0.99787
exponential,2090,10,0.997569,0.997475,0.997633
exponential,2090,11,0.997306,0.99722,0.997409
exponential,2090,12,0.997078,0.996985,0.997164
exponential,2090,13,0.996839,0.996739,0.996943
exponential,2090,14,0.996597,0.996494,0.996705
exponential,2090,15,0.996347,0.996236,0.996462
exponential,2090,16,0.996104,0.995979,0.996226
exponential,2090,17,0.99589,0.995743,0.996022
exponential,2090,18,0.995651,0.995474,0.995796
exponential,2090,19,0.9954,0.995246,0.995553
exponential,2090,20,0.995164,0.994951,0.995337
exponential,2090,21,0.994937,0.994699,0.995101
exponential,2090,22,0.99469,0.99444,0.994897
exponential,2090,23,0.994449,0.994169,0.994672
exponential,2090,24,0.994172,0.993907,0.994418
exponential,2090,25,0.993937,0.993636,0.994178
exponential,2090,26,0.993694,0.993368,0.993943
exponential,2090,27,0.993453,0.993114,0.993688
exponential,2090,28,0.993226,0.992851,0.993494
exponential,2090,29,0.992999,0.992573,0.993257
exponential,2090,30,0.992751,0.99234,0.993044
exponential,2090,31,0.992485,0.992093,0.992821
exponential,2090,32,0.992232,0.99182,0.992589
exponential,2090,33,0.991968,0.991531,0.992366
exponential,2090,34,0.991729,0.991267,0.992139
exponential,2090,35,0.991484,0.991008,0.991904
exponential,2090,36,0.991247,0.990778,0.991678
exponential,2090,37,0.990996,0.990511,0.991469
exponential,2090,38,0.990737,0.990262,0.991236
exponential,2090,39,0.990492,0.989986,0.990982
exponential,2090,40,0.990255,0.98971,0.990755
exponential,2090,41,0.989995,0.989409,0.990524
exponential,2090,42,0.989732,0.98914,0.99029
exponential,2090,43,0.989468,0.988851,0.990043
exponential,2090,44,0.989189,0.988548,0.989804
exponential,2090,45,0.988927,0.988236,0.989586
exponential,2090,46,0.988641,0.987955,0.989306
exponential,2090,47,0.988389,0.987675,0.989057
exponential,2090,48,0.988121,0.987371,0.988803
exponential,2090,49,0.987859,0.987079,0.988565
exponential,2090,50,0.987597,0.986768,0.9883
exponential,2090,51,0.987303,0.986445,0.988003
exponential,2090,52,0.986999,0.986072,0.987714
exponential,2090,53,0.986663,0.985658,0.987395
exponential,2090,54,0.986321,0.985248,0.987045
exponential,2090,55,0.985966,0.984793,0.986668
exponential,2090,56,0.985591,0.98434,0.986269
exponential,2090,57,0.985148,0.983826,0.985886
exponential,2090,58,0.984682,0.983244,0.985417
exponential,2090,59,0.984173,0.982589,0.984941
exponential,2090,60,0.983627,0.981816,0.984402
exponential,2090,61,0.983041,0.981012,0.9838
exponential,2090,62,0.98234,0.980065,0.983144
exponential,2090,63,0.981584,0.978987,0.982396
exponential,2090,64,0.980698,0.977757,0.981501
exponential,2090,65,0.979716,0.976361,0.980513
exponential,2090,66,0.978533,0.974691,0.979336
exponential,2090,67,0.977215,0.97279,0.977998
exponential,2090,68,0.975624,0.970618,0.976371
exponential,2090,69,0.973772,0.968023,0.974499
exponential,2090,70,0.971624,0.965018,0.972278
exponential,2090,71,0.968989,0.961396,0.969642
exponential,2090,72,0.965796,0.957171,0.966521
exponential,2090,73,0.962036,0.952284,0.962794
exponential,2090,74,0.957748,0.946416,0.958492
exponential,2090,75,0.952696,0.939663,0.953277
exponential,2090,76,0.946629,0.931649,0.94706
exponential,2090,77,0.93948,0.922443,0.939816
exponential,2090,78,0.930864,0.911672,0.931128
exponential,2090,79,0.920962,0.898896,0.921172
exponential,2090,80,0.909115,0.884145,0.90955
exponential,2090,81,0.895609,0.86734,0.895789
exponential,2090,82,0.879671,0.848214,0.879858
exponential,2090,83,0.861562,0.826192,0.861562
exponential,2090,84,0.840394,0.80125,0.840394
exponential,2090,85,0.816227,0.773556,0.816385
exponential,2090,86,0.788798,0.742479,0.788991
exponential,2090,87,0.758006,0.707946,0.758216
exponential,2090,88,0.723595,0.67011,0.724182
exponential,2090,89,0.685765,0.62942,0.686304
exponential,2090,90,0.644817,0.585548,0.645087
exponential,2090,91,0.600478,0.539617,0.600587
exponential,2090,92,0.553096,0.490887,0.553547
exponential,2090,93,0.503519,0.440992,0.503805
exponential,2090,94,0.451959,0.390643,0.452928
exponential,2090,95,0.400131,0.34089,0.400645
exponential,2090,96,0.348518,0.292326,0.348556
exponential,2090,97,0.298109,0.246088,0.298109
exponential,2090,98,0.249546,0.202917,0.249942
exponential,2090,99,0.204815,0.163474,0.205345
exponential,2090,100,0.164212,0.128617,0.16444
exponential,2090,101,0.128525,0.098717,0.128525
exponential,2090,102,0.098047,0.073384,0.098047
exponential,2090,103,0.072333,0.053174,0.072333
exponential,2090,104,0.051712,0.037216,0.051712
exponential,2090,105,0.035558,0.025071,0.035627
exponential,2090,106,0.023506,0.016311,0.023759
exponential,2090,107,0.015046,0.010154,0.015235
exponential,2090,108,0.009282,0.006081,0.009384
exponential,2090,109,0.005486,0.003503,0.005499
exponential,2090,110,0.003116,0.001915,0.003116
exponential,2090,111,0.00167,0.001002,0.00167
exponential,2090,112,0.000847,0.000478,0.000847
exponential,2090,113,0.000416,0.000219,0.000416
exponential,2090,114,0.000195,0.000117,0.000195
exponential,2090,115,8.6e-05,5.1e-05,8.6e-05
exponential,2090,116,3.5e-05,2e-05,3.5e-05
exponential,2090,117,1.4e-05,6e-06,1.4e-05
exponential,2090,118,6e-06,4e-06,6e-06
exponential,2090,119,3e-06,0.0,3e-06
exponential,2090,120,1e-06,0.0,1e-06
exponential,2100,0,1.0,1.0,1.0
exponential,2100,1,0.999782,0.999767,0.999782
exponential,2100,2,0.999536,0.999534,0.999537
exponential,2100,3,0.999311,0.999292,0.999323
exponential,2100,4,0.999088,0.999044,0.999131
exponential,2100,5,0.998853,0.998819,0.99892
exponential,2100,6,0.998658,0.998582,0.9987
exponential,2100,7,0.998435,0.998349,0.998489
exponential,2100,8,0.998201,0.998123,0.998281
exponential,2100,9,0.997957,0.99786,0.998065
exponential,2100,10,0.997715,0.99761,0.997844
exponential,2100,11,0.997507,0.997368,0.997607
exponential,2100,12,0.99726,0.997122,0.997377
exponential,2100,13,0.997039,0.996871,0.997148
exponential,2100,14,0.996821,0.996622,0.996934
exponential,2100,15,0.996601,0.996381,0.996711
exponential,2100,16,0.996382,0.996166,0.99649
exponential,2100,17,0.99616,0.995921,0.996282
exponential,2100,18,0.99593,0.995683,0.996062
exponential,2100,19,0.995694,0.995471,0.995838
exponential,2100,20,0.995468,0.995235,0.995619
exponential,2100,21,0.995238,0.994993,0.995379
exponential,2100,22,0.995014,0.994782,0.995185
exponential,2100,23,0.994795,0.99454,0.994971
exponential,2100,24,0.994564,0.994314,0.994738
exponential,2100,25,0.994359,0.994061,0.994515
exponential,2100,26,0.99415,0.993803,0.994308
exponential,2100,27,0.993936,0.993576,0.994094
exponential,2100,28,0.993697,0.993375,0.993889
exponential,2100,29,0.993468,0.993149,0.9937
exponential,2100,30,0.993254,0.992934,0.993492
exponential,2100,31,0.993035,0.99271,0.993295
exponential,2100,32,0.992791,0.99245,0.993096
exponential,2100,33,0.992536,0.992217,0.99288
exponential,2100,34,0.992322,0.991982,0.992682
exponential,2100,35,0.992105,0.991743,0.992457
exponential,2100,36,0.991883,0.991512,0.992232
exponential,2100,37,0.991637,0.991274,0.991974
exponential,2100,38,0.991421,0.991041,0.991778
exponential,2100,39,0.99118,0.990771,0.991542
exponential,2100,40,0.990959,0.990543,0.99131
exponential,2100,41,0.990741,0.990302,0.991075
exponential,2100,42,0.990496,0.990064,0.990864
exponential,2100,43,0.990274,0.989817,0.990658
exponential,2100,44,0.990051,0.989531,0.990429
exponential,2100,45,0.989822,0.98928,0.990182
exponential,2100,46,0.989589,0.98902,0.989945
exponential,2100,47,0.989345,0.988752,0.989695
exponential,2100,48,0.98911,0.988459,0.989478
exponential,2100,49,0.988857,0.988161,0.989216
exponential,2100,50,0.988622,0.987855,0.988951
exponential,2100,51,0.988388,0.987548,0.988703
exponential,2100,52,0.988114,0.987239,0.988443
exponential,2100,53,0.987846,0.98689,0.988195
exponential,2100,54,0.987544,0.986546,0.987909
exponential,2100,55,0.98721,0.986205,0.987586
exponential,2100,56,0.986881,0.985811,0.987326
exponential,2100,57,0.986542,0.985424,0.98701
exponential,2100,58,0.986199,0.984945,0.986672
exponential,2100,59,0.985823,0.984427,0.98628
exponential,2100,60,0.985369,0.983847,0.985859
exponential,2100,61,0.984881,0.983154,0.985384
exponential,2100,62,0.98435,0.982429,0.984892
exponential,2100,63,0.983752,0.981582,0.984319
exponential,2100,64,0.983086,0.98059,0.983674
exponential,2100,65,0.982368,0.979465,0.982907
exponential,2100,66,0.981467,0.978146,0.982107
exponential,2100,67,0.98042,0.976682,0.981098
exponential,2100,68,0.979214,0.974911,0.979951
exponential,2100,69,0.977828,0.972872,0.978613
exponential,2100,70,0.976139,0.970466,0.976942
exponential,2100,71,0.974118,0.967542,0.974925
exponential,2100,72,0.971789,0.964077,0.972594
exponential,2100,73,0.968999,0.96003,0.969767
exponential,2100,74,0.965706,0.955215,0.966418
exponential,2100,75,0.961728,0.949546,0.962424
exponential,2100,76,0.956936,0.942954,0.957676
exponential,2100,77,0.951215,0.935199,0.951965
exponential,2100,78,0.94434,0.926017,0.945286
exponential,2100,79,0.936306,0.915205,0.937212
exponential,2100,80,0.926814,0.902615,0.927654
exponential,2100,81,0.915728,0.887953,0.916437
exponential,2100,82,0.902743,0.871166,0.903114
exponential,2100,83,0.887338,0.851835,0.887522
exponential,2100,84,0.869265,0.829509,0.869474
exponential,2100,85,0.848435,0.804188,0.848743
exponential,2100,86,0.824356,0.775613,0.824584
exponential,2100,87,0.796784,0.743662,0.797167
exponential,2100,88,0.765894,0.708184,0.766199
exponential,2100,89,0.731479,0.669425,0.73166
exponential,2100,90,0.693216,0.627102,0.693216
exponential,2100,91,0.650942,0.581649,0.650942
exponential,2100,92,0.605582,0.533827,0.605582
exponential,2100,93,0.557097,0.48383,0.557097
exponential,2100,94,0.506233,0.432882,0.506233
exponential,2100,95,0.453394,0.381539,0.453394
exponential,2100,96,0.399702,0.331214,0.399702
exponential,2100,97,0.346526,0.281973,0.346526
exponential,2100,98,0.294611,0.235382,0.294611
exponential,2100,99,0.245818,0.192435,0.245818
exponential,2100,100,0.200396,0.153262,0.200396
exponential,2100,101,0.159323,0.119264,0.159323
exponential,2100,102,0.123017,0.089685,0.123017
exponential,2100,103,0.092736,0.065867,0.092736
exponential,2100,104,0.067422,0.046937,0.067422
exponential,2100,105,0.04735,0.032194,0.04735
exponential,2100,106,0.032142,0.021236,0.032171
exponential,2100,107,0.02097,0.013558,0.02097
exponential,2100,108,0.013006,0.00824,0.013073
exponential,2100,109,0.007759,0.004854,0.007854
exponential,2100,110,0.004476,0.002631,0.00457
exponential,2100,111,0.002419,0.001429,0.002443
exponential,2100,112,0.001208,0.000741,0.001281
exponential,2100,113,0.000583,0.000366,0.000588
exponential,2100,114,0.000267,0.000163,0.000271
exponential,2100,115,0.000106,7.8e-05,0.000117
exponential,2100,116,4.5e-05,2.4e-05,4.7e-05
exponential,2100,117,1.7e-05,1.5e-05,1.7e-05
exponential,2100,118,6e-06,6e-06,7e-06
exponential,2100,119,0.0,0.0,2e-06
exponential,2100,120,0.0,0.0,1e-06
historical,1980,0,1.0,1.0,1.0
historical,1980,1,0.999514,0.999436,0.999549
historical,1980,2,0.999022,0.998866,0.99909
historical,1980,3,0.998499,0.998337,0.998611
historical,1980,4,0.99799,0.997771,0.998133
historical,1980,5,0.997476,0.997203,0.997709
historical,1980,6,0.99695,0.996644,0.997219
historical,1980,7,0.996419,0.996082,0.996787
historical,1980,8,0.995918,0.99552,0.9963
historical,1980,9,0.995396,0.994947,0.995855
historical,1980,10,0.994844,0.994357,0.995378
historical,1980,11,0.9943,0.993769,0.99488
historical,1980,12,0.993784,0.993177,0.994404
historical,1980,13,0.993263,0.992552,0.993961
historical,1980,14,0.992738,0.99193,0.993466
historical,1980,15,0.992189,0.991302,0.99299
historical,1980,16,0.99164,0.990677,0.992501
historical,1980,17,0.991073,0.99,0.992004
historical,1980,18,0.990536,0.98933,0.991504
historical,1980,19,0.989892,0.98865,0.991011
historical,1980,20,0.989311,0.987971,0.990518
historical,1980,21,0.988715,0.987268,0.989983
historical,1980,22,0.98812,0.986566,0.989432
historical,1980,23,0.987458,0.985859,0.988832
historical,1980,24,0.986781,0.985009,0.988315
historical,1980,25,0.986152,0.984151,0.987736
historical,1980,26,0.985472,0.983258,0.987141
historical,1980,27,0.984748,0.982343,0.986522
historical,1980,28,0.983988,0.981433,0.985886
historical,1980,29,0.983172,0.980501,0.985257
historical,1980,30,0.982353,0.979539,0.984614
historical,1980,31,0.981512,0.978444,0.983941
historical,1980,32,0.980589,0.977301,0.983267
historical,1980,33,0.979645,0.976078,0.982574
historical,1980,34,0.978673,0.974811,0.9818
historical,1980,35,0.977653,0.973445,0.981026
historical,1980,36,0.976556,0.972006,0.980175
historical,1980,37,0.975299,0.970401,0.979249
historical,1980,38,0.974087,0.968792,0.978305
historical,1980,39,0.97273,0.966943,0.977219
historical,1980,40,0.971269,0.964919,0.976131
historical,1980,41,0.969712,0.96263,0.974958
historical,1980,42,0.967964,0.960248,0.973703
historical,1980,43,0.966064,0.957656,0.972262
historical,1980,44,0.964019,0.954774,0.970755
historical,1980,45,0.961802,0.951727,0.969083
historical,1980,46,0.959482,0.948435,0.967182
historical,1980,47,0.956854,0.944631,0.965187
historical,1980,48,0.953931,0.940495,0.96297
historical,1980,49,0.950771,0.935901,0.960497
historical,1980,50,0.947239,0.930942,0.957811
historical,1980,51,0.943276,0.925617,0.954757
historical,1980,52,0.938845,0.919523,0.951497
historical,1980,53,0.934069,0.912909,0.947725
historical,1980,54,0.92871,0.905589,0.943637
historical,1980,55,0.922819,0.897801,0.93919
historical,1980,56,0.916243,0.889222,0.934071
historical,1980,57,0.909048,0.879931,0.928447
historical,1980,58,0.901103,0.86951,0.922286
historical,1980,59,0.892291,0.857999,0.915527
historical,1980,60,0.882526,0.845597,0.90787
historical,1980,61,0.871961,0.83203,0.899286
historical,1980,62,0.860145,0.817202,0.88975
historical,1980,63,0.847284,0.801229,0.879236
historical,1980,64,0.833037,0.784093,0.867818
historical,1980,65,0.817594,0.765686,0.854904
historical,1980,66,0.801009,0.745379,0.840566
historical,1980,67,0.782896,0.723676,0.825146
historical,1980,68,0.763223,0.700428,0.808303
historical,1980,69,0.74183,0.67619,0.789734
historical,1980,70,0.718923,0.649907,0.769472
