delta,p,max_ratio_to_hmd_100_105_110,max_excess_over_hmd_100_105_110,passes_hmd_bound,pmax_mixture_vs_hmd,pmax_conservative_component_only
0.05,2.5118864315095822e-05,0.4837303093701443,-0.0001472468732331993,True,0.21007512749071627,0.22184572208650186
0.05,2.818382931264455e-05,0.4837340298840024,-0.00014724472466622038,True,0.21007512749071627,0.22184572208650186
0.05,3.1622776601683795e-05,0.4837382043692109,-0.00014724231393441973,True,0.21007512749071627,0.22184572208650186
0.05,3.5481338923357534e-05,0.48374288821865197,-0.000147239609048851,True,0.21007512749071627,0.22184572208650186
0.05,3.9810717055349695e-05,0.4837481435841621,-0.00014723657411732613,True,0.21007512749071627,0.22184572208650186
0.05,4.466835921509635e-05,0.4837540402012485,-0.0001472331688681477,True,0.21007512749071627,0.22184572208650186
0.05,5.011872336272725e-05,0.48376065631443754,-0.00014722934811572797,True,0.21007512749071627,0.22184572208650186
0.05,5.623413251903491e-05,0.48376807971553126,-0.00014722506116100374,True,0.21007512749071627,0.22184572208650186
0.05,6.309573444801929e-05,0.483776408908552,-0.00014722025111869037,True,0.21007512749071627,0.22184572208650186
0.05,7.079457843841373e-05,0.48378575441683097,-0.0001472148541624488,True,0.21007512749071627,0.22184572208650186
0.05,7.943282347242822e-05,0.4837962402495845,-0.00014720879867794872,True,0.21007512749071627,0.22184572208650186
0.05,8.912509381337459e-05,0.4838080055474429,-0.0001472020043125899,True,0.21007512749071627,0.22184572208650186
0.05,0.0001,0.4838212064287604,-0.000147194380909272,True,0.21007512749071627,0.22184572208650186
0.05,0.00011220184543019641,0.4838360180612115,-0.00014718582731006473,True,0.21007512749071627,0.22184572208650186
0.05,0.00012589254117941674,0.48385263698616005,-0.0001471762300139035,True,0.21007512749071627,0.22184572208650186
0.05,0.0001412537544622754,0.48387128372664306,-0.00014716546167049918,True,0.21007512749071627,0.22184572208650186
0.05,0.00015848931924611142,0.48389220571357766,-0.00014715337939047728,True,0.21007512749071627,0.22184572208650186
0.05,0.00017782794100389227,0.4839156805690187,-0.00014713982284932266,True,0.21007512749071627,0.22184572208650186
0.05,0.0001995262314968881,0.48394201979003576,-0.00014712461215997066,True,0.21007512749071627,0.22184572208650186
0.05,0.000223872113856834,0.48397157288208886,-0.00014710754548581507,True,0.21007512749071627,0.22184572208650186
0.05,0.0002511886431509582,0.48400473199675403,-0.00014708839636245894,True,0.21007512749071627,0.22184572208650186
